,DXEX v3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
0,C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t03.lda,,,,,,,,,,,,,,,,,,
1,18:05:01,,,,,,,,,,,,,,,,,,
2,15.00 mm;-0.85 mm;0.00 mm,,,,,,,,,,,,,,,,,,
3,15_90_sub1,,,,,,,,,,,,,,,,,,
4,"""X [mm]""	""Y [mm]""	""Z [mm]""	""Date_Time""	""Count{1}""	""Data Rate{1} [#/s]""	""Validation{1} [%]""	""LDA1-Mean [m/s]""","""LDA2-Mean","[m/s]""","""LDA1-RMS","[m/s]""","""LDA2-RMS","[m/s]""","""LDA1-MeanConf","[m/s]""","""LDA2-MeanConf","[m/s]""","""LDA1-RMSConf","[m/s]""","""LDA2-RMSConf","[m/s]""","""LDA1-AnodeCur","[uA]""","""LDA2-AnodeCur","[uA]"""
688,15.00	1.65	-23.50	20:26:36	168	33.96	96.43	-0.1302	-0.0310	0.1735	0.2046	0.0263	0.0310	0.0186	0.0219	12	25,,,,,,,,,,,,,,,,,,
689,15.00	1.15	-23.50	20:26:48	147	29.94	93.55	-0.1259	-0.0611	0.2030	0.1992	0.0329	0.0323	0.0233	0.0229	12	25,,,,,,,,,,,,,,,,,,
690,15.00	0.65	-23.50	20:27:00	188	37.59	95.54	-0.1421	0.0014	0.1909	0.2055	0.0274	0.0295	0.0193	0.0208	12	19,,,,,,,,,,,,,,,,,,
691,15.00	0.15	-23.50	20:27:12	165	33.18	96.05	-0.1871	-0.0197	0.1967	0.2118	0.0301	0.0324	0.0213	0.0229	16	22,,,,,,,,,,,,,,,,,,
692,15.00	-0.35	-23.50	20:27:25	200	40.71	97.40	-0.1917	-0.0217	0.2179	0.2254	0.0303	0.0313	0.0214	0.0221	19	16,,,,,,,,,,,,,,,,,,
693,15.00	-0.85	-23.50	20:27:38	184	37.81	92.09	-0.1945	-0.0088	0.1936	0.2428	0.0281	0.0352	0.0198	0.0249	19	16,,,,,,,,,,,,,,,,,,
694,15.00	-1.35	-23.50	20:27:50	151	31.10	92.87	-0.2094	0.0470	0.1954	0.2420	0.0313	0.0387	0.0221	0.0274	12	16,,,,,,,,,,,,,,,,,,
695,15.00	-1.85	-23.50	20:28:02	177	36.24	95.98	-0.1769	0.0236	0.1864	0.2166	0.0275	0.0320	0.0195	0.0226	12	19,,,,,,,,,,,,,,,,,,
696,15.00	-2.35	-23.50	20:28:16	198	39.60	89.20	-0.1141	0.0336	0.1765	0.2070	0.0247	0.0289	0.0174	0.0204	12	22,,,,,,,,,,,,,,,,,,
697,15.00	-2.85	-23.50	20:28:29	194	39.32	95.41	-0.1097	0.0423	0.1822	0.1940	0.0257	0.0274	0.0182	0.0194	9	19,,,,,,,,,,,,,,,,,,
698,15.00	-3.35	-23.50	20:28:43	167	34.04	93.20	-0.0995	0.0114	0.1686	0.1929	0.0257	0.0293	0.0181	0.0207	12	19,,,,,,,,,,,,,,,,,,
699,15.00	-3.85	-23.50	20:28:55	144	29.30	96.38	-0.1107	0.0347	0.1594	0.2038	0.0261	0.0334	0.0185	0.0236	12	25,,,,,,,,,,,,,,,,,,
700,15.00	-3.35	-24.00	20:29:07	177	35.80	95.07	-0.0970	-0.0308	0.1443	0.1727	0.0213	0.0255	0.0151	0.0180	9	19,,,,,,,,,,,,,,,,,,
701,15.00	-2.85	-24.00	20:29:19	167	33.81	97.35	-0.1243	-0.0245	0.1602	0.1846	0.0244	0.0281	0.0172	0.0199	9	19,,,,,,,,,,,,,,,,,,
702,15.00	-2.35	-24.00	20:29:32	178	35.92	94.25	-0.1397	-0.0131	0.1953	0.2022	0.0288	0.0298	0.0203	0.0211	16	25,,,,,,,,,,,,,,,,,,
703,15.00	-1.85	-24.00	20:29:44	176	35.06	90.23	-0.1887	0.0261	0.1978	0.1742	0.0293	0.0258	0.0207	0.0182	12	16,,,,,,,,,,,,,,,,,,
704,15.00	-1.35	-24.00	20:29:56	185	38.59	88.05	-0.1685	-0.0240	0.2207	0.2292	0.0319	0.0331	0.0226	0.0234	12	19,,,,,,,,,,,,,,,,,,
705,15.00	-0.85	-24.00	20:30:08	179	35.88	96.20	-0.2295	-0.0176	0.2050	0.2173	0.0301	0.0319	0.0213	0.0226	28	19,,,,,,,,,,,,,,,,,,
706,15.00	-0.35	-24.00	20:30:20	168	33.91	90.74	-0.2258	0.0119	0.2074	0.2272	0.0315	0.0345	0.0222	0.0244	12	16,,,,,,,,,,,,,,,,,,
707,15.00	0.15	-24.00	20:30:32	174	35.60	92.23	-0.2196	-0.0139	0.1956	0.2295	0.0291	0.0342	0.0206	0.0242	32	16,,,,,,,,,,,,,,,,,,
708,15.00	0.65	-24.00	20:30:45	153	31.17	93.01	-0.1665	-0.0231	0.2404	0.2174	0.0382	0.0346	0.0270	0.0244	12	22,,,,,,,,,,,,,,,,,,
709,15.00	1.15	-24.00	20:30:58	151	30.52	85.55	-0.1683	0.0102	0.2103	0.2234	0.0337	0.0358	0.0238	0.0253	12	16,,,,,,,,,,,,,,,,,,
710,15.00	1.65	-24.00	20:31:11	183	36.72	94.58	-0.1295	0.0228	0.1860	0.2140	0.0270	0.0311	0.0191	0.0220	12	25,,,,,,,,,,,,,,,,,,
711,15.00	2.15	-24.00	20:31:23	197	39.65	97.60	-0.1692	0.0454	0.1670	0.1847	0.0234	0.0259	0.0165	0.0183	12	25,,,,,,,,,,,,,,,,,,
712,15.00	2.65	-24.00	20:31:35	141	28.39	92.55	-0.1192	0.0388	0.2050	0.1743	0.0340	0.0289	0.0240	0.0204	12	19,,,,,,,,,,,,,,,,,,
713,15.00	3.15	-24.00	20:31:48	142	29.20	89.75	-0.1512	0.0626	0.1685	0.1892	0.0278	0.0312	0.0197	0.0221	16	22,,,,,,,,,,,,,,,,,,
714,15.00	2.65	-24.50	20:32:00	160	32.70	90.14	-0.1308	0.0989	0.2189	0.1746	0.0340	0.0271	0.0241	0.0192	19	22,,,,,,,,,,,,,,,,,,
715,15.00	2.15	-24.50	20:32:13	145	29.61	95.56	-0.1416	0.0971	0.2082	0.1891	0.0340	0.0309	0.0240	0.0218	16	25,,,,,,,,,,,,,,,,,,
716,15.00	1.65	-24.50	20:32:24	181	36.99	94.61	-0.1361	0.0587	0.1661	0.1717	0.0243	0.0251	0.0172	0.0177	12	28,,,,,,,,,,,,,,,,,,
717,15.00	1.15	-24.50	20:32:37	183	37.15	82.92	-0.1726	0.0587	0.2091	0.2101	0.0304	0.0305	0.0215	0.0216	12	25,,,,,,,,,,,,,,,,,,
718,15.00	0.65	-24.50	20:32:49	170	34.89	97.77	-0.2153	0.0195	0.2012	0.2227	0.0303	0.0336	0.0214	0.0237	16	19,,,,,,,,,,,,,,,,,,
719,15.00	0.15	-24.50	20:33:01	175	35.39	93.99	-0.2234	0.0169	0.2062	0.2130	0.0306	0.0316	0.0217	0.0224	12	19,,,,,,,,,,,,,,,,,,
720,15.00	-0.35	-24.50	20:33:13	184	37.40	95.21	-0.2353	0.0102	0.1987	0.2184	0.0288	0.0316	0.0204	0.0224	12	16,,,,,,,,,,,,,,,,,,
721,15.00	-0.85	-24.50	20:33:26	163	32.81	94.95	-0.2433	-0.0065	0.1854	0.2355	0.0286	0.0363	0.0202	0.0256	12	19,,,,,,,,,,,,,,,,,,
722,15.00	-1.35	-24.50	20:33:38	162	32.51	94.68	-0.2399	-0.0080	0.2005	0.2239	0.0310	0.0346	0.0219	0.0245	12	16,,,,,,,,,,,,,,,,,,
723,15.00	-1.85	-24.50	20:33:50	173	34.73	87.06	-0.2062	-0.0143	0.1936	0.2258	0.0289	0.0337	0.0205	0.0239	12	19,,,,,,,,,,,,,,,,,,
724,15.00	-2.35	-24.50	20:34:03	162	33.28	88.09	-0.1740	-0.0288	0.2069	0.1939	0.0320	0.0299	0.0226	0.0212	12	25,,,,,,,,,,,,,,,,,,
725,15.00	-2.85	-24.50	20:34:15	165	33.53	96.01	-0.1156	-0.0759	0.1979	0.1851	0.0303	0.0283	0.0214	0.0200	19	19,,,,,,,,,,,,,,,,,,
726,15.00	-2.35	-25.00	20:34:27	217	43.64	90.62	-0.1846	-0.0661	0.1887	0.1735	0.0252	0.0231	0.0178	0.0164	12	25,,,,,,,,,,,,,,,,,,
727,15.00	-1.85	-25.00	20:34:40	172	34.83	95.69	-0.1752	-0.0376	0.2455	0.2263	0.0368	0.0339	0.0260	0.0240	12	16,,,,,,,,,,,,,,,,,,
728,15.00	-1.35	-25.00	20:34:52	179	35.97	91.87	-0.2374	-0.0202	0.2131	0.2103	0.0313	0.0309	0.0221	0.0218	12	19,,,,,,,,,,,,,,,,,,
729,15.00	-0.85	-25.00	20:35:06	168	33.73	91.22	-0.2430	-0.0167	0.1882	0.2228	0.0285	0.0338	0.0202	0.0239	12	22,,,,,,,,,,,,,,,,,,
730,15.00	-0.35	-25.00	20:35:18	180	36.41	94.01	-0.2522	0.0252	0.2180	0.2385	0.0319	0.0349	0.0226	0.0247	12	19,,,,,,,,,,,,,,,,,,
731,15.00	0.15	-25.00	20:35:30	180	36.42	94.78	-0.2262	0.0553	0.2055	0.2354	0.0301	0.0345	0.0213	0.0244	12	16,,,,,,,,,,,,,,,,,,
732,15.00	0.65	-25.00	20:35:43	198	39.80	95.75	-0.1917	0.0364	0.1892	0.2169	0.0264	0.0303	0.0187	0.0214	12	22,,,,,,,,,,,,,,,,,,
733,15.00	1.15	-25.00	20:35:56	160	32.08	97.45	-0.1825	0.0660	0.2028	0.1798	0.0315	0.0280	0.0223	0.0198	12	16,,,,,,,,,,,,,,,,,,
734,15.00	1.65	-25.00	20:36:09	183	37.23	92.83	-0.1475	0.0807	0.1973	0.1720	0.0287	0.0250	0.0203	0.0177	16	28,,,,,,,,,,,,,,,,,,
735,15.00	2.15	-25.00	20:36:22	211	42.50	93.41	-0.1733	0.0747	0.2134	0.2026	0.0289	0.0274	0.0204	0.0194	22	28,,,,,,,,,,,,,,,,,,
736,15.00	2.15	-25.50	20:36:34	190	38.56	71.08	-0.1498	0.1008	0.2568	0.2291	0.0366	0.0327	0.0259	0.0231	35	44,,,,,,,,,,,,,,,,,,
737,15.00	1.65	-25.50	20:36:46	181	36.78	89.06	-0.1960	0.0695	0.2317	0.2242	0.0339	0.0328	0.0239	0.0232	12	28,,,,,,,,,,,,,,,,,,
738,15.00	1.15	-25.50	20:36:58	193	39.16	97.47	-0.1729	0.0832	0.2035	0.1914	0.0288	0.0271	0.0204	0.0191	12	19,,,,,,,,,,,,,,,,,,
739,15.00	0.65	-25.50	20:37:10	196	40.29	96.68	-0.2050	0.0726	0.2018	0.2103	0.0283	0.0295	0.0200	0.0209	12	19,,,,,,,,,,,,,,,,,,
740,15.00	0.15	-25.50	20:37:23	167	34.17	94.21	-0.2217	0.0474	0.2103	0.2168	0.0320	0.0330	0.0226	0.0233	12	19,,,,,,,,,,,,,,,,,,
741,15.00	-0.35	-25.50	20:37:35	199	40.23	91.66	-0.2598	0.0180	0.2266	0.2250	0.0316	0.0313	0.0223	0.0222	16	19,,,,,,,,,,,,,,,,,,
742,15.00	-0.85	-25.50	20:37:48	202	41.14	72.93	-0.2442	-0.0038	0.2083	0.2223	0.0288	0.0307	0.0204	0.0217	12	19,,,,,,,,,,,,,,,,,,
743,15.00	-1.35	-25.50	20:38:00	178	35.69	93.89	-0.2289	-0.0374	0.2128	0.2317	0.0314	0.0341	0.0222	0.0241	12	16,,,,,,,,,,,,,,,,,,
744,15.00	-1.85	-25.50	20:38:12	168	34.32	94.08	-0.2138	-0.0430	0.2013	0.2028	0.0305	0.0308	0.0216	0.0217	12	19,,,,,,,,,,,,,,,,,,
745,15.00	-1.85	-26.00	20:38:24	215	43.48	97.21	-0.2204	-0.0163	0.1797	0.1796	0.0241	0.0241	0.0170	0.0170	12	22,,,,,,,,,,,,,,,,,,
746,15.00	-1.35	-26.00	20:38:36	212	42.48	93.07	-0.2428	-0.0195	0.2098	0.2135	0.0283	0.0288	0.0200	0.0204	12	19,,,,,,,,,,,,,,,,,,
747,15.00	-0.85	-26.00	20:38:48	219	44.36	94.67	-0.2454	0.0132	0.2003	0.1942	0.0266	0.0258	0.0188	0.0182	12	19,,,,,,,,,,,,,,,,,,
748,15.00	-0.35	-26.00	20:39:01	163	33.54	97.83	-0.2527	0.0182	0.1978	0.2443	0.0305	0.0376	0.0215	0.0266	12	16,,,,,,,,,,,,,,,,,,
749,15.00	0.15	-26.00	20:39:14	167	33.71	92.62	-0.2385	0.0545	0.2124	0.1982	0.0323	0.0301	0.0228	0.0213	12	16,,,,,,,,,,,,,,,,,,
750,15.00	0.65	-26.00	20:39:26	203	41.00	94.80	-0.2166	0.0479	0.1911	0.1704	0.0264	0.0235	0.0186	0.0166	12	22,,,,,,,,,,,,,,,,,,
751,15.00	1.15	-26.00	20:39:38	210	42.64	92.72	-0.2212	0.0526	0.1966	0.1998	0.0267	0.0271	0.0188	0.0192	12	19,,,,,,,,,,,,,,,,,,
752,15.00	1.65	-26.00	20:39:50	191	38.65	87.70	-0.1870	0.0826	0.2831	0.2162	0.0403	0.0307	0.0285	0.0217	12	32,,,,,,,,,,,,,,,,,,
753,15.00	1.65	-26.50	20:40:04	249	50.66	75.77	-0.1374	0.0954	0.2754	0.2224	0.0343	0.0277	0.0242	0.0196	22	51,,,,,,,,,,,,,,,,,,
754,15.00	1.15	-26.50	20:40:16	193	39.77	91.12	-0.1881	0.0600	0.2422	0.1936	0.0343	0.0274	0.0242	0.0194	12	28,,,,,,,,,,,,,,,,,,
755,15.00	0.65	-26.50	20:40:29	181	36.86	96.92	-0.2250	0.0514	0.1897	0.1901	0.0277	0.0278	0.0196	0.0196	12	16,,,,,,,,,,,,,,,,,,
756,15.00	0.15	-26.50	20:40:41	189	38.59	96.01	-0.2459	0.0626	0.1744	0.1883	0.0249	0.0269	0.0176	0.0190	12	22,,,,,,,,,,,,,,,,,,
757,15.00	-0.35	-26.50	20:40:54	180	36.09	88.20	-0.2611	0.0191	0.1954	0.1949	0.0286	0.0285	0.0202	0.0202	16	19,,,,,,,,,,,,,,,,,,
758,15.00	-0.85	-26.50	20:41:06	200	40.94	96.27	-0.2749	0.0180	0.2179	0.2172	0.0303	0.0302	0.0214	0.0213	12	19,,,,,,,,,,,,,,,,,,
759,15.00	-1.35	-26.50	20:41:18	217	43.78	94.89	-0.2330	-0.0184	0.2362	0.2217	0.0315	0.0296	0.0223	0.0209	9	22,,,,,,,,,,,,,,,,,,
760,15.00	-1.35	-27.00	20:41:30	184	36.93	91.97	-0.2644	-0.0134	0.2093	0.2078	0.0303	0.0301	0.0214	0.0213	16	22,,,,,,,,,,,,,,,,,,
761,15.00	-0.85	-27.00	20:41:43	192	38.64	91.90	-0.2491	0.0399	0.1900	0.1935	0.0270	0.0274	0.0191	0.0194	9	22,,,,,,,,,,,,,,,,,,
762,15.00	-0.35	-27.00	20:41:56	179	36.20	95.81	-0.2615	0.0555	0.1807	0.1923	0.0265	0.0283	0.0188	0.0200	16	28,,,,,,,,,,,,,,,,,,
763,15.00	0.15	-27.00	20:42:08	184	37.13	94.10	-0.2333	0.0604	0.1883	0.1870	0.0273	0.0271	0.0193	0.0192	12	22,,,,,,,,,,,,,,,,,,
764,15.00	0.65	-27.00	20:42:20	180	36.43	96.73	-0.2101	0.0679	0.1999	0.2048	0.0293	0.0300	0.0207	0.0212	12	19,,,,,,,,,,,,,,,,,,
765,15.00	1.15	-27.00	20:42:33	224	45.14	93.04	-0.1842	0.0779	0.2661	0.1976	0.0349	0.0259	0.0247	0.0183	16	25,,,,,,,,,,,,,,,,,,
766,15.00	1.15	-27.50	20:42:45	213	43.03	88.74	-0.1457	0.1124	0.2670	0.2081	0.0359	0.0280	0.0254	0.0198	12	54,,,,,,,,,,,,,,,,,,
767,15.00	0.65	-27.50	20:42:57	228	45.74	95.91	-0.2119	0.0860	0.2065	0.2028	0.0269	0.0264	0.0190	0.0187	12	25,,,,,,,,,,,,,,,,,,
768,15.00	0.15	-27.50	20:43:09	195	39.60	94.32	-0.2420	0.0993	0.2091	0.2075	0.0294	0.0292	0.0208	0.0206	12	22,,,,,,,,,,,,,,,,,,
769,15.00	-0.35	-27.50	20:43:22	176	35.56	94.49	-0.2245	0.0571	0.2123	0.1885	0.0314	0.0279	0.0222	0.0198	12	22,,,,,,,,,,,,,,,,,,
770,15.00	-0.85	-27.50	20:43:35	176	35.34	89.97	-0.2468	0.0460	0.1888	0.1863	0.0280	0.0276	0.0198	0.0195	9	25,,,,,,,,,,,,,,,,,,
771,15.00	-1.35	-27.50	20:43:49	198	40.57	91.35	-0.2453	-0.0166	0.2385	0.1870	0.0333	0.0261	0.0236	0.0185	12	25,,,,,,,,,,,,,,,,,,
772,15.00	-0.85	-28.00	20:44:01	222	44.58	94.47	-0.2051	0.0420	0.2416	0.2233	0.0319	0.0294	0.0225	0.0208	12	22,,,,,,,,,,,,,,,,,,
773,15.00	-0.35	-28.00	20:44:14	182	37.51	94.73	-0.2540	0.0933	0.2007	0.2066	0.0292	0.0301	0.0207	0.0213	12	25,,,,,,,,,,,,,,,,,,
774,15.00	0.15	-28.00	20:44:26	182	36.55	87.26	-0.2416	0.1133	0.1859	0.2116	0.0271	0.0308	0.0191	0.0218	16	19,,,,,,,,,,,,,,,,,,
775,15.00	0.65	-28.00	20:44:39	166	33.33	88.73	-0.2202	0.0861	0.2221	0.1960	0.0339	0.0299	0.0240	0.0211	12	25,,,,,,,,,,,,,,,,,,
776,15.00	1.15	-28.00	20:44:51	219	44.11	93.27	-0.1088	0.1065	0.2661	0.2138	0.0353	0.0284	0.0250	0.0201	12	25,,,,,,,,,,,,,,,,,,
777,15.00	1.15	-28.50	20:45:03	189	38.03	87.67	-0.1252	0.1389	0.2727	0.1878	0.0390	0.0268	0.0276	0.0190	12	38,,,,,,,,,,,,,,,,,,
778,15.00	0.65	-28.50	20:45:15	203	41.00	93.56	-0.1901	0.0844	0.2323	0.2102	0.0320	0.0290	0.0227	0.0205	16	22,,,,,,,,,,,,,,,,,,
779,15.00	0.15	-28.50	20:45:28	176	35.33	97.51	-0.2451	0.0564	0.1902	0.2257	0.0282	0.0334	0.0199	0.0236	12	22,,,,,,,,,,,,,,,,,,
780,15.00	-0.35	-28.50	20:45:40	181	36.32	90.07	-0.2108	0.0519	0.2142	0.2247	0.0313	0.0328	0.0221	0.0232	12	28,,,,,,,,,,,,,,,,,,
781,15.00	-0.85	-28.50	20:45:52	193	39.09	95.85	-0.2256	0.0234	0.2318	0.2178	0.0328	0.0308	0.0232	0.0218	16	25,,,,,,,,,,,,,,,,,,
