DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t04.lda
07:34:14
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	-5.35	-8.50	08:55:35	308	62.66	82.08	-0.0612	-0.2690	0.1980	0.1728	0.0221	0.0193	0.0157	0.0137	22	25
15.00	-5.85	-8.50	08:55:52	346	69.36	91.99	-0.0264	-0.2453	0.2017	0.2275	0.0213	0.0240	0.0151	0.0170	22	22
15.00	-3.85	-9.00	08:56:17	291	58.65	96.24	-0.0194	-0.1962	0.2044	0.1924	0.0235	0.0221	0.0166	0.0157	22	22
15.00	-3.35	-9.00	08:56:34	247	49.89	94.14	-0.0325	-0.1956	0.2389	0.2178	0.0299	0.0272	0.0211	0.0192	19	25
15.00	-2.85	-9.00	08:56:51	268	53.90	96.05	0.0306	-0.1703	0.2200	0.1920	0.0264	0.0230	0.0187	0.0163	16	22
15.00	-2.35	-9.00	08:57:08	226	45.31	92.81	0.0623	-0.1650	0.2245	0.1885	0.0293	0.0246	0.0207	0.0174	16	22
15.00	-1.85	-9.00	08:57:25	256	51.85	90.33	0.0982	-0.1291	0.2156	0.1805	0.0265	0.0222	0.0187	0.0157	19	22
15.00	-1.35	-9.00	08:57:43	222	44.55	92.87	0.1456	-0.0815	0.1835	0.1546	0.0242	0.0204	0.0171	0.0144	16	22
15.00	-0.85	-9.00	08:58:00	208	41.75	97.08	0.1785	-0.0687	0.1988	0.1368	0.0271	0.0186	0.0192	0.0132	19	22
15.00	-0.35	-9.00	08:58:17	206	41.81	90.55	0.2193	-0.0079	0.1863	0.1506	0.0255	0.0206	0.0180	0.0146	19	22
15.00	0.15	-9.00	08:58:34	208	42.12	95.11	0.1405	0.0341	0.2534	0.1681	0.0345	0.0229	0.0244	0.0162	12	19
15.00	0.65	-9.00	08:58:52	221	44.69	96.71	0.1548	0.0886	0.2168	0.1523	0.0286	0.0201	0.0203	0.0142	16	19
15.00	1.15	-9.00	08:59:09	228	45.75	95.91	0.0907	0.1197	0.2379	0.1591	0.0309	0.0207	0.0219	0.0146	16	25
15.00	1.65	-9.00	08:59:26	226	46.05	97.89	0.0533	0.1436	0.2315	0.1920	0.0303	0.0251	0.0214	0.0177	16	19
15.00	2.15	-9.00	08:59:43	195	39.01	86.26	0.0249	0.1858	0.1925	0.1931	0.0271	0.0272	0.0192	0.0192	19	28
15.00	2.65	-9.00	09:00:00	276	55.54	92.17	-0.0250	0.1727	0.2343	0.2117	0.0277	0.0250	0.0196	0.0177	19	22
15.00	3.15	-9.00	09:00:18	311	62.27	93.13	-0.0600	0.2249	0.2257	0.2052	0.0251	0.0228	0.0178	0.0162	19	19
15.00	3.65	-9.00	09:00:35	267	54.42	93.30	-0.0513	0.2272	0.2051	0.1930	0.0247	0.0232	0.0174	0.0164	16	22
15.00	4.15	-9.00	09:00:52	287	57.87	84.35	-0.0780	0.2491	0.2226	0.2293	0.0258	0.0266	0.0182	0.0188	16	22
15.00	3.65	-9.50	09:01:10	263	53.52	85.81	-0.1019	0.2313	0.2305	0.2538	0.0279	0.0307	0.0197	0.0217	67	25
15.00	3.15	-9.50	09:01:27	269	53.88	92.28	-0.0848	0.2009	0.1974	0.1733	0.0236	0.0207	0.0167	0.0147	44	25
15.00	2.65	-9.50	09:01:44	218	44.33	92.88	-0.0314	0.1658	0.1946	0.1996	0.0259	0.0266	0.0183	0.0188	19	38
15.00	2.15	-9.50	09:02:02	228	45.71	92.91	-0.0115	0.1598	0.2214	0.1987	0.0288	0.0258	0.0204	0.0183	19	25
15.00	1.65	-9.50	09:02:20	227	46.49	95.19	0.0553	0.1485	0.2048	0.1775	0.0267	0.0231	0.0189	0.0164	16	19
15.00	1.15	-9.50	09:02:38	199	40.27	94.29	0.0734	0.0961	0.2350	0.1565	0.0327	0.0218	0.0231	0.0154	19	22
15.00	0.65	-9.50	09:02:55	210	42.30	92.77	0.1418	0.0723	0.2029	0.1620	0.0275	0.0220	0.0194	0.0155	19	22
15.00	0.15	-9.50	09:03:12	136	27.43	91.58	0.2071	0.0263	0.1730	0.1542	0.0292	0.0260	0.0206	0.0184	32	19
15.00	-0.35	-9.50	09:03:29	195	39.28	94.30	0.2261	0.0031	0.2011	0.1437	0.0283	0.0202	0.0200	0.0143	19	25
15.00	-0.85	-9.50	09:03:47	248	50.15	96.71	0.1750	-0.0333	0.1704	0.1544	0.0212	0.0193	0.0150	0.0136	19	22
15.00	-1.35	-9.50	09:04:04	203	40.63	86.45	0.1790	-0.0654	0.1784	0.1533	0.0246	0.0211	0.0174	0.0149	19	19
15.00	-1.85	-9.50	09:04:21	212	43.22	93.44	0.1409	-0.1034	0.1852	0.1711	0.0250	0.0231	0.0177	0.0163	19	25
15.00	-2.35	-9.50	09:04:38	222	44.87	92.33	0.0623	-0.1239	0.2239	0.1767	0.0295	0.0233	0.0209	0.0165	16	19
15.00	-2.85	-9.50	09:04:55	193	39.82	95.31	0.0082	-0.1607	0.1981	0.1922	0.0280	0.0272	0.0198	0.0192	19	22
15.00	-3.35	-9.50	09:05:13	245	49.51	94.90	-0.0689	-0.1640	0.2132	0.1927	0.0268	0.0242	0.0189	0.0171	19	25
15.00	-2.85	-10.00	09:05:30	202	40.87	97.44	0.0096	-0.1528	0.2117	0.1638	0.0293	0.0226	0.0207	0.0160	22	22
15.00	-2.35	-10.00	09:05:48	175	34.85	91.97	0.0480	-0.1230	0.2038	0.1801	0.0303	0.0268	0.0214	0.0189	12	22
15.00	-1.85	-10.00	09:06:05	168	33.71	96.71	0.1304	-0.1163	0.1925	0.1588	0.0292	0.0241	0.0206	0.0170	16	19
15.00	-1.35	-10.00	09:06:23	161	32.93	96.94	0.1775	-0.0866	0.1630	0.1603	0.0253	0.0248	0.0179	0.0176	16	25
15.00	-0.85	-10.00	09:06:40	245	49.21	91.54	0.2338	-0.0640	0.1735	0.1597	0.0218	0.0200	0.0154	0.0142	12	22
15.00	-0.35	-10.00	09:06:57	240	48.20	97.06	0.2395	-0.0114	0.1909	0.1412	0.0242	0.0179	0.0171	0.0127	16	22
15.00	0.15	-10.00	09:07:14	171	34.49	95.16	0.2201	0.0244	0.1773	0.1433	0.0267	0.0215	0.0189	0.0152	16	25
15.00	0.65	-10.00	09:07:32	231	46.56	95.16	0.1759	0.0404	0.1832	0.1452	0.0237	0.0188	0.0167	0.0133	16	19
15.00	1.15	-10.00	09:07:49	234	47.14	83.53	0.0944	0.0791	0.1924	0.1697	0.0247	0.0218	0.0175	0.0154	16	22
15.00	1.65	-10.00	09:08:06	256	51.45	96.00	0.0673	0.1231	0.2043	0.1895	0.0251	0.0233	0.0177	0.0164	16	25
15.00	2.15	-10.00	09:08:23	225	45.77	95.00	0.0093	0.1380	0.1952	0.1840	0.0256	0.0241	0.0181	0.0170	19	22
15.00	2.65	-10.00	09:08:41	251	50.37	90.34	-0.0331	0.1672	0.1832	0.2113	0.0227	0.0262	0.0161	0.0185	16	32
15.00	2.65	-10.50	09:08:58	265	53.30	83.75	-0.0306	0.1710	0.2279	0.2305	0.0275	0.0278	0.0194	0.0197	112	99
15.00	2.15	-10.50	09:09:15	227	45.60	93.23	0.0020	0.1672	0.2094	0.1727	0.0273	0.0225	0.0193	0.0159	16	19
15.00	1.65	-10.50	09:09:32	246	49.70	94.94	0.0496	0.1216	0.2090	0.1706	0.0262	0.0214	0.0185	0.0151	16	22
15.00	1.15	-10.50	09:09:49	201	40.68	93.53	0.1418	0.0673	0.1735	0.1896	0.0240	0.0263	0.0170	0.0186	16	19
15.00	0.65	-10.50	09:10:07	198	39.83	93.02	0.2031	0.0247	0.1937	0.1648	0.0271	0.0230	0.0191	0.0163	16	22
15.00	0.15	-10.50	09:10:25	221	44.48	96.70	0.2431	0.0496	0.1726	0.1567	0.0228	0.0207	0.0161	0.0146	19	19
15.00	-0.35	-10.50	09:10:43	273	55.18	93.60	0.2555	-0.0078	0.1861	0.1469	0.0221	0.0175	0.0156	0.0123	12	19
15.00	-0.85	-10.50	09:11:00	200	40.71	96.65	0.2433	-0.0424	0.1634	0.1666	0.0227	0.0231	0.0161	0.0164	16	28
15.00	-1.35	-10.50	09:11:17	176	35.41	96.90	0.2245	-0.0793	0.1698	0.1633	0.0252	0.0242	0.0178	0.0171	12	19
15.00	-1.85	-10.50	09:11:34	122	24.43	98.18	0.1423	-0.0925	0.1854	0.1624	0.0330	0.0289	0.0234	0.0205	19	22
15.00	-2.35	-10.50	09:11:52	151	30.69	92.56	0.0486	-0.1139	0.1888	0.1677	0.0302	0.0268	0.0214	0.0190	16	22
15.00	-1.85	-11.00	09:12:10	71	14.28	92.38	0.1519	-0.0718	0.1895	0.2051	0.0444	0.0480	0.0314	0.0340	22	22
15.00	-1.35	-11.00	09:12:27	143	28.76	89.74	0.2105	-0.0534	0.1702	0.1650	0.0280	0.0271	0.0198	0.0192	16	22
15.00	-0.85	-11.00	09:12:45	211	42.36	88.98	0.2424	-0.0316	0.1876	0.1642	0.0254	0.0222	0.0179	0.0157	19	22
15.00	-0.35	-11.00	09:13:03	287	57.79	95.02	0.2807	-0.0002	0.1944	0.1627	0.0225	0.0189	0.0159	0.0133	19	25
15.00	0.15	-11.00	09:13:21	201	40.33	89.15	0.2648	0.0337	0.1953	0.1575	0.0271	0.0218	0.0191	0.0154	16	19
15.00	0.65	-11.00	09:13:38	192	39.01	90.66	0.2071	0.0570	0.1789	0.1544	0.0254	0.0219	0.0179	0.0155	16	25
15.00	1.15	-11.00	09:13:55	215	43.08	96.97	0.1715	0.0633	0.1701	0.1687	0.0228	0.0226	0.0161	0.0160	16	22
15.00	1.65	-11.00	09:14:12	248	49.97	94.25	0.0616	0.0983	0.2131	0.2009	0.0266	0.0251	0.0188	0.0177	19	28
15.00	2.15	-11.00	09:14:29	206	41.64	86.93	-0.0248	0.1292	0.2289	0.2152	0.0313	0.0295	0.0222	0.0208	19	54
15.00	1.65	-11.50	09:14:47	241	48.86	93.92	0.0436	0.1014	0.2247	0.1562	0.0284	0.0198	0.0201	0.0140	19	25
15.00	1.15	-11.50	09:15:04	247	49.60	92.13	0.1419	0.0735	0.1765	0.1740	0.0221	0.0217	0.0156	0.0154	12	19
15.00	0.65	-11.50	09:15:22	178	36.60	97.19	0.2140	0.0683	0.1793	0.1574	0.0264	0.0232	0.0187	0.0164	19	22
15.00	0.15	-11.50	09:15:40	202	41.08	94.49	0.2396	0.0223	0.1847	0.1620	0.0255	0.0224	0.0181	0.0158	19	22
15.00	-0.35	-11.50	09:15:57	281	56.46	94.12	0.2741	-0.0050	0.1833	0.1617	0.0215	0.0189	0.0152	0.0134	19	22
15.00	-0.85	-11.50	09:16:14	242	48.47	94.89	0.2473	-0.0404	0.1792	0.1726	0.0226	0.0218	0.0160	0.0154	16	25
15.00	-1.35	-11.50	09:16:31	151	30.41	92.81	0.1984	-0.0822	0.1813	0.2007	0.0290	0.0321	0.0205	0.0227	12	22
15.00	-1.85	-11.50	09:16:49	115	23.12	95.07	0.1131	-0.0873	0.1836	0.1775	0.0337	0.0326	0.0238	0.0230	16	22
15.00	-1.35	-12.00	09:17:07	196	39.58	89.64	0.2087	-0.0711	0.1901	0.1672	0.0267	0.0235	0.0189	0.0166	16	25
15.00	-0.85	-12.00	09:17:25	285	57.28	91.75	0.2607	-0.0548	0.1919	0.1702	0.0223	0.0198	0.0158	0.0140	16	22
15.00	-0.35	-12.00	09:17:42	295	59.41	94.29	0.2810	0.0150	0.1925	0.1659	0.0220	0.0190	0.0156	0.0134	22	25
15.00	0.15	-12.00	09:17:59	188	38.45	93.76	0.2664	0.0502	0.1772	0.1565	0.0254	0.0224	0.0180	0.0159	19	22
15.00	0.65	-12.00	09:18:16	168	34.19	90.89	0.2022	0.0699	0.1979	0.1557	0.0300	0.0236	0.0212	0.0167	19	28
15.00	1.15	-12.00	09:18:34	224	45.05	94.61	0.1404	0.1138	0.1635	0.1643	0.0215	0.0216	0.0152	0.0152	16	19
15.00	1.65	-12.00	09:18:52	252	50.66	90.22	0.0643	0.1058	0.2119	0.1867	0.0262	0.0231	0.0185	0.0163	19	70
15.00	1.15	-12.50	09:19:09	249	50.00	91.52	0.1388	0.1010	0.2047	0.1632	0.0255	0.0203	0.0180	0.0144	12	19
15.00	0.65	-12.50	09:19:27	204	41.04	95.40	0.2225	0.0709	0.1765	0.1699	0.0243	0.0234	0.0172	0.0165	19	28
15.00	0.15	-12.50	09:19:43	257	52.02	80.86	0.2852	0.0358	0.1882	0.1658	0.0231	0.0203	0.0163	0.0144	16	25
15.00	-0.35	-12.50	09:20:01	258	51.89	93.85	0.2861	0.0076	0.1797	0.1779	0.0220	0.0218	0.0155	0.0154	12	32
15.00	-0.85	-12.50	09:20:19	236	47.49	93.59	0.2851	-0.0434	0.1790	0.1722	0.0229	0.0220	0.0162	0.0156	12	32
15.00	-1.35	-12.50	09:20:36	277	55.52	95.11	0.2086	-0.0320	0.2116	0.1499	0.0250	0.0177	0.0177	0.0125	16	25
15.00	-1.35	-13.00	09:20:54	241	48.71	91.12	0.2538	-0.0741	0.2260	0.1616	0.0286	0.0204	0.0202	0.0145	12	28
15.00	-0.85	-13.00	09:21:11	265	53.17	92.62	0.3001	-0.0285	0.2058	0.1899	0.0248	0.0229	0.0176	0.0162	12	32
15.00	-0.35	-13.00	09:21:28	287	58.61	96.48	0.3307	0.0181	0.1894	0.1770	0.0220	0.0205	0.0155	0.0145	16	35
15.00	0.15	-13.00	09:21:45	284	57.21	95.19	0.3097	0.0318	0.1949	0.1919	0.0227	0.0224	0.0161	0.0158	12	25
15.00	0.65	-13.00	09:22:02	225	45.47	93.25	0.2135	0.0454	0.2089	0.1708	0.0274	0.0224	0.0193	0.0158	16	25
15.00	1.15	-13.00	09:22:20	176	35.49	90.32	0.1545	0.0965	0.2380	0.1724	0.0353	0.0255	0.0249	0.0181	12	22
15.00	1.15	-13.50	09:22:37	172	34.86	82.15	0.1923	0.0954	0.2663	0.1638	0.0399	0.0245	0.0282	0.0174	16	99
15.00	0.65	-13.50	09:22:54	240	49.32	93.11	0.2627	0.0578	0.2469	0.1656	0.0313	0.0210	0.0221	0.0149	22	25
15.00	0.15	-13.50	09:23:11	293	58.95	96.39	0.3502	0.0405	0.2170	0.1852	0.0249	0.0212	0.0176	0.0150	16	25
15.00	-0.35	-13.50	09:23:28	281	56.35	94.94	0.3525	-0.0154	0.2018	0.2055	0.0236	0.0241	0.0167	0.0170	16	38
15.00	-0.85	-13.50	09:23:46	267	53.85	92.47	0.3180	-0.0220	0.2201	0.2086	0.0264	0.0251	0.0187	0.0177	16	25
15.00	-1.35	-13.50	09:24:04	264	53.20	91.98	0.3182	-0.0745	0.2231	0.1982	0.0270	0.0240	0.0191	0.0169	19	25
15.00	-1.35	-14.00	09:24:22	289	58.76	94.41	0.3632	-0.0809	0.2291	0.1696	0.0265	0.0196	0.0187	0.0139	16	25
15.00	-0.85	-14.00	09:24:39	305	61.32	93.01	0.3798	-0.0276	0.2086	0.2089	0.0234	0.0235	0.0166	0.0166	16	25
15.00	-0.35	-14.00	09:24:56	270	54.26	88.34	0.3905	-0.0145	0.2113	0.2112	0.0253	0.0252	0.0179	0.0178	16	35
15.00	0.15	-14.00	09:25:13	273	55.11	93.44	0.3255	0.0106	0.2140	0.1943	0.0254	0.0231	0.0180	0.0163	19	25
15.00	0.65	-14.00	09:25:30	176	35.63	91.17	0.3281	0.0754	0.2474	0.2105	0.0367	0.0312	0.0259	0.0221	16	25
15.00	1.15	-14.00	09:25:48	188	37.72	92.37	0.2520	0.0856	0.2872	0.1860	0.0412	0.0267	0.0291	0.0188	19	35
15.00	1.15	-14.50	09:26:05	233	46.82	88.54	0.2669	0.1009	0.2654	0.1880	0.0342	0.0242	0.0242	0.0171	12	35
15.00	0.65	-14.50	09:26:23	197	39.71	89.60	0.3431	0.0487	0.2381	0.1901	0.0333	0.0266	0.0236	0.0188	16	22
15.00	0.15	-14.50	09:26:40	244	50.00	93.76	0.3979	0.0116	0.2057	0.2152	0.0259	0.0271	0.0183	0.0191	16	22
15.00	-0.35	-14.50	09:26:57	268	54.11	96.22	0.4173	-0.0089	0.2002	0.1864	0.0240	0.0224	0.0170	0.0158	16	28
15.00	-0.85	-14.50	09:27:14	269	53.88	95.76	0.3884	0.0060	0.2038	0.1949	0.0244	0.0233	0.0173	0.0165	16	22
15.00	-1.35	-14.50	09:27:32	284	56.92	95.10	0.3746	-0.0448	0.2300	0.1881	0.0268	0.0219	0.0189	0.0155	16	22
15.00	-1.35	-15.00	09:27:49	291	59.39	96.41	0.4075	-0.0747	0.1842	0.2013	0.0212	0.0232	0.0150	0.0164	16	25
15.00	-0.85	-15.00	09:28:07	286	58.18	91.46	0.4179	-0.0382	0.2036	0.1924	0.0236	0.0223	0.0167	0.0158	16	25
15.00	-0.35	-15.00	09:28:24	253	50.75	94.61	0.3929	-0.0060	0.1975	0.1882	0.0244	0.0232	0.0172	0.0164	16	32
15.00	0.15	-15.00	09:28:41	266	53.77	91.78	0.4070	0.0258	0.2146	0.2163	0.0258	0.0260	0.0183	0.0184	16	22
15.00	0.65	-15.00	09:28:58	234	47.36	95.90	0.3959	0.0295	0.2206	0.1871	0.0283	0.0240	0.0200	0.0170	22	28
15.00	1.15	-15.00	09:29:16	195	39.19	91.52	0.3612	0.0657	0.2483	0.2244	0.0349	0.0316	0.0247	0.0223	19	73
15.00	1.15	-15.50	09:29:33	201	40.94	70.78	0.3432	0.0678	0.2479	0.1879	0.0344	0.0260	0.0243	0.0184	16	28
15.00	0.65	-15.50	09:29:50	216	43.61	96.09	0.3828	0.0461	0.2259	0.2148	0.0302	0.0287	0.0214	0.0203	16	25
15.00	0.15	-15.50	09:30:07	270	54.36	94.38	0.3853	0.0279	0.2248	0.2247	0.0269	0.0269	0.0190	0.0190	16	22
15.00	-0.35	-15.50	09:30:24	286	57.61	93.58	0.3866	0.0122	0.2058	0.2329	0.0239	0.0270	0.0169	0.0191	16	28
15.00	-0.85	-15.50	09:30:42	265	53.39	93.38	0.4036	-0.0223	0.1849	0.1998	0.0223	0.0241	0.0158	0.0170	16	25
15.00	-1.35	-15.50	09:31:00	242	49.14	95.70	0.3965	-0.0316	0.2144	0.2252	0.0271	0.0284	0.0191	0.0201	16	25
15.00	-1.35	-16.00	09:31:17	268	53.85	91.81	0.3848	-0.0429	0.2146	0.2284	0.0257	0.0274	0.0182	0.0194	16	25
15.00	-0.85	-16.00	09:31:34	232	47.00	70.55	0.3948	-0.0257	0.1976	0.2236	0.0255	0.0288	0.0180	0.0204	16	22
15.00	-0.35	-16.00	09:31:51	262	52.50	93.84	0.3726	0.0335	0.2141	0.2579	0.0260	0.0313	0.0184	0.0221	16	22
15.00	0.15	-16.00	09:32:08	292	59.69	92.65	0.3646	0.0413	0.2356	0.2430	0.0271	0.0279	0.0191	0.0197	12	22
15.00	0.65	-16.00	09:32:26	255	51.87	93.74	0.3701	0.0599	0.2101	0.2191	0.0258	0.0270	0.0183	0.0191	22	25
15.00	1.15	-16.00	09:32:43	195	39.17	90.17	0.3597	0.0629	0.2055	0.1913	0.0289	0.0269	0.0205	0.0190	12	32
15.00	1.65	-16.50	09:33:01	210	42.82	91.44	0.2858	0.0921	0.2120	0.1544	0.0287	0.0209	0.0203	0.0148	19	25
15.00	1.15	-16.50	09:33:18	193	39.25	86.04	0.3159	0.0928	0.1976	0.2080	0.0280	0.0294	0.0198	0.0208	12	28
15.00	0.65	-16.50	09:33:35	236	47.25	92.20	0.2980	0.0791	0.2248	0.2321	0.0287	0.0297	0.0203	0.0210	19	28
15.00	0.15	-16.50	09:33:52	244	49.77	92.62	0.3790	0.0353	0.2355	0.2593	0.0296	0.0326	0.0209	0.0231	16	25
15.00	-0.35	-16.50	09:34:10	266	53.24	94.44	0.3695	0.0240	0.2145	0.2196	0.0258	0.0264	0.0183	0.0187	16	19
15.00	-0.85	-16.50	09:34:27	260	52.82	91.48	0.3662	-0.0128	0.2476	0.2452	0.0302	0.0299	0.0213	0.0211	16	22
15.00	-1.35	-16.50	09:34:44	238	48.10	93.80	0.3283	-0.0565	0.2150	0.2283	0.0274	0.0291	0.0194	0.0206	16	25
15.00	-1.85	-17.00	09:35:02	267	53.78	93.86	0.3031	-0.0593	0.2102	0.2161	0.0253	0.0260	0.0179	0.0184	19	28
15.00	-1.35	-17.00	09:35:18	252	50.77	93.60	0.3427	-0.0554	0.2273	0.2337	0.0281	0.0289	0.0199	0.0204	16	22
15.00	-0.85	-17.00	09:35:36	237	48.21	93.14	0.3842	-0.0304	0.2114	0.2563	0.0270	0.0327	0.0191	0.0231	16	22
15.00	-0.35	-17.00	09:35:53	283	56.69	92.92	0.3851	0.0057	0.2283	0.2401	0.0266	0.0280	0.0188	0.0198	16	22
15.00	0.15	-17.00	09:36:10	222	44.93	81.64	0.3534	0.0161	0.2383	0.2305	0.0314	0.0304	0.0222	0.0215	16	22
15.00	0.65	-17.00	09:36:27	238	48.35	96.42	0.2947	0.0674	0.2233	0.2397	0.0284	0.0305	0.0201	0.0216	16	22
15.00	1.15	-17.00	09:36:44	181	36.51	95.23	0.2862	0.1024	0.2081	0.2294	0.0304	0.0335	0.0215	0.0237	19	25
15.00	1.65	-17.00	09:37:02	175	35.15	91.69	0.2854	0.0610	0.1824	0.2026	0.0271	0.0301	0.0192	0.0213	25	32
15.00	2.15	-17.50	09:37:19	219	44.19	92.74	0.2504	0.0552	0.1938	0.1683	0.0257	0.0223	0.0182	0.0158	16	25
15.00	1.65	-17.50	09:37:37	186	37.70	93.77	0.2417	0.0728	0.2235	0.1919	0.0322	0.0276	0.0228	0.0195	19	28
15.00	1.15	-17.50	09:37:54	220	44.09	90.58	0.2514	0.0867	0.2308	0.2218	0.0306	0.0294	0.0216	0.0208	16	25
15.00	0.65	-17.50	09:38:11	247	49.97	94.06	0.3219	0.0503	0.2260	0.2407	0.0282	0.0301	0.0200	0.0213	16	19
15.00	0.15	-17.50	09:38:28	259	52.00	91.21	0.3439	0.0417	0.2191	0.2386	0.0267	0.0291	0.0189	0.0206	16	22
15.00	-0.35	-17.50	09:38:46	255	52.25	94.84	0.4016	0.0165	0.2217	0.2584	0.0273	0.0318	0.0193	0.0225	16	22
15.00	-0.85	-17.50	09:39:03	284	57.61	93.95	0.3432	0.0123	0.2235	0.2311	0.0260	0.0269	0.0184	0.0190	16	19
15.00	-1.35	-17.50	09:39:21	243	49.00	93.76	0.3178	-0.0066	0.2318	0.2339	0.0292	0.0295	0.0206	0.0208	16	22
15.00	-1.85	-17.50	09:39:38	276	55.32	92.13	0.2978	-0.0353	0.2132	0.2218	0.0252	0.0262	0.0178	0.0185	19	19
15.00	-2.35	-18.00	09:39:55	231	46.30	92.96	0.2030	-0.0729	0.2125	0.2089	0.0275	0.0270	0.0194	0.0191	16	28
15.00	-1.85	-18.00	09:40:12	250	50.44	96.37	0.2508	-0.0299	0.2401	0.2233	0.0298	0.0277	0.0211	0.0196	12	19
15.00	-1.35	-18.00	09:40:30	263	52.77	94.72	0.2877	-0.0446	0.2284	0.2306	0.0277	0.0279	0.0196	0.0197	16	19
15.00	-0.85	-18.00	09:40:47	216	44.35	95.09	0.3286	-0.0584	0.2420	0.2069	0.0323	0.0277	0.0229	0.0196	16	22
15.00	-0.35	-18.00	09:41:05	230	46.30	84.79	0.3491	0.0237	0.2137	0.2311	0.0277	0.0299	0.0196	0.0212	16	22
15.00	0.15	-18.00	09:41:22	226	45.66	94.21	0.3291	-0.0134	0.2099	0.2081	0.0274	0.0272	0.0194	0.0192	19	25
15.00	0.65	-18.00	09:41:39	256	51.67	93.37	0.2740	0.0285	0.2234	0.2079	0.0274	0.0255	0.0194	0.0180	16	19
15.00	1.15	-18.00	09:41:56	206	41.77	87.04	0.2213	0.0218	0.2280	0.1998	0.0312	0.0273	0.0221	0.0193	16	22
15.00	1.65	-18.00	09:42:14	154	31.23	91.06	0.2332	0.0231	0.1916	0.2075	0.0304	0.0329	0.0215	0.0232	16	32
15.00	2.15	-18.00	09:42:31	185	37.05	96.57	0.1925	0.0717	0.1668	0.1783	0.0241	0.0258	0.0170	0.0182	16	22
15.00	2.65	-18.00	09:42:50	232	46.95	91.49	0.1820	0.0551	0.1757	0.1555	0.0227	0.0201	0.0160	0.0142	22	25
15.00	2.65	-18.50	09:43:07	181	36.64	97.29	0.1278	0.0795	0.1392	0.1671	0.0203	0.0244	0.0144	0.0173	12	19
15.00	2.15	-18.50	09:43:24	180	36.53	94.76	0.1656	0.0576	0.1825	0.1812	0.0267	0.0266	0.0189	0.0188	16	22
15.00	1.65	-18.50	09:43:41	151	30.50	94.72	0.1962	0.0305	0.1777	0.1919	0.0284	0.0307	0.0201	0.0217	16	22
15.00	1.15	-18.50	09:43:58	216	43.42	88.82	0.2035	0.0491	0.2190	0.2071	0.0293	0.0277	0.0207	0.0196	12	19
15.00	0.65	-18.50	09:44:15	187	37.48	92.38	0.2706	0.0108	0.2200	0.1944	0.0316	0.0279	0.0224	0.0198	16	19
15.00	0.15	-18.50	09:44:33	249	50.27	93.93	0.3207	-0.0020	0.1871	0.2054	0.0233	0.0256	0.0165	0.0181	19	19
15.00	-0.35	-18.50	09:44:50	244	49.13	91.93	0.3300	-0.0016	0.2220	0.2236	0.0279	0.0281	0.0197	0.0199	19	22
15.00	-0.85	-18.50	09:45:07	234	47.42	91.86	0.3425	-0.0074	0.1889	0.2339	0.0243	0.0300	0.0171	0.0212	22	22
15.00	-1.35	-18.50	09:45:24	245	49.55	94.20	0.3089	0.0088	0.2097	0.2346	0.0263	0.0294	0.0186	0.0208	16	22
15.00	-1.85	-18.50	09:45:41	237	47.87	94.84	0.2115	0.0084	0.2351	0.2277	0.0300	0.0291	0.0212	0.0205	16	22
15.00	-2.35	-18.50	09:45:59	219	44.96	81.53	0.2004	-0.0433	0.2248	0.2153	0.0298	0.0286	0.0211	0.0202	19	25
15.00	-2.85	-18.50	09:46:16	224	45.67	91.06	0.1293	-0.0392	0.2124	0.2038	0.0279	0.0267	0.0197	0.0189	19	25
15.00	-3.35	-19.00	09:46:34	225	46.90	88.35	0.1095	-0.0145	0.1914	0.1857	0.0251	0.0243	0.0177	0.0172	16	25
15.00	-2.85	-19.00	09:46:51	198	40.00	96.06	0.1323	-0.0156	0.1792	0.1859	0.0250	0.0260	0.0177	0.0184	12	25
15.00	-2.35	-19.00	09:47:09	223	44.87	91.51	0.1753	0.0091	0.1905	0.2393	0.0251	0.0315	0.0177	0.0223	16	25
15.00	-1.85	-19.00	09:47:26	192	38.56	96.18	0.2428	0.0259	0.2003	0.2405	0.0284	0.0341	0.0201	0.0241	12	19
15.00	-1.35	-19.00	09:47:43	201	40.36	92.88	0.3011	0.0099	0.2214	0.2288	0.0307	0.0317	0.0217	0.0224	16	25
15.00	-0.85	-19.00	09:48:01	259	52.24	94.01	0.3227	0.0033	0.2042	0.2406	0.0249	0.0294	0.0176	0.0208	22	22
15.00	-0.35	-19.00	09:48:18	240	48.37	96.80	0.3174	0.0147	0.2161	0.2434	0.0274	0.0309	0.0194	0.0218	16	25
15.00	0.15	-19.00	09:48:35	211	43.01	94.95	0.3285	-0.0207	0.2044	0.2451	0.0277	0.0331	0.0196	0.0234	19	19
