DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t04.lda
07:34:14
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	0.65	-19.00	09:48:53	225	45.59	96.65	0.2730	-0.0564	0.2225	0.2262	0.0291	0.0296	0.0206	0.0209	19	25
15.00	1.15	-19.00	09:49:10	211	42.70	97.55	0.2234	-0.0293	0.2124	0.2047	0.0287	0.0277	0.0203	0.0196	12	22
15.00	1.65	-19.00	09:49:27	130	26.22	91.94	0.1905	-0.0078	0.2011	0.1937	0.0347	0.0334	0.0245	0.0236	12	22
15.00	2.15	-19.00	09:49:45	197	40.36	95.11	0.1615	-0.0126	0.1855	0.1653	0.0260	0.0231	0.0184	0.0164	16	25
15.00	2.65	-19.00	09:50:02	148	29.67	92.23	0.1350	0.0098	0.1531	0.1488	0.0247	0.0240	0.0175	0.0170	16	25
15.00	3.15	-19.00	09:50:21	165	33.11	94.26	0.1304	0.0253	0.1449	0.1620	0.0222	0.0248	0.0157	0.0175	12	22
15.00	3.65	-19.50	09:50:38	176	35.48	95.11	0.0807	-0.0410	0.1709	0.1603	0.0253	0.0237	0.0179	0.0168	16	19
15.00	3.15	-19.50	09:50:55	178	35.70	94.96	0.1124	-0.0550	0.1470	0.1752	0.0217	0.0258	0.0153	0.0183	12	19
15.00	2.65	-19.50	09:51:12	174	35.09	97.27	0.1225	-0.0581	0.1558	0.1619	0.0232	0.0241	0.0164	0.0171	12	19
15.00	2.15	-19.50	09:51:29	169	34.34	73.35	0.1394	-0.0544	0.1538	0.1824	0.0233	0.0276	0.0164	0.0195	12	25
15.00	1.65	-19.50	09:51:48	144	29.32	95.00	0.1452	-0.0344	0.1950	0.1996	0.0320	0.0327	0.0226	0.0231	16	25
15.00	1.15	-19.50	09:52:05	192	39.09	95.47	0.2000	-0.0989	0.1705	0.2038	0.0242	0.0289	0.0171	0.0204	16	22
15.00	0.65	-19.50	09:52:22	217	43.69	96.07	0.2469	-0.0724	0.1950	0.2266	0.0260	0.0302	0.0184	0.0214	19	25
15.00	0.15	-19.50	09:52:39	243	49.11	97.22	0.2974	-0.0588	0.1777	0.2696	0.0224	0.0340	0.0158	0.0240	16	19
15.00	-0.35	-19.50	09:52:56	204	41.26	92.84	0.3523	-0.0017	0.2006	0.2593	0.0276	0.0357	0.0195	0.0252	35	19
15.00	-0.85	-19.50	09:53:13	205	41.20	92.14	0.3156	0.0244	0.1875	0.2534	0.0257	0.0348	0.0182	0.0246	16	19
15.00	-1.35	-19.50	09:53:31	201	40.78	91.50	0.2514	0.0567	0.2000	0.2619	0.0277	0.0363	0.0196	0.0257	19	22
15.00	-1.85	-19.50	09:53:49	228	47.06	92.90	0.2162	0.0977	0.1958	0.2193	0.0255	0.0285	0.0180	0.0202	16	22
15.00	-2.35	-19.50	09:54:07	207	41.71	94.23	0.1603	0.0733	0.1943	0.1950	0.0265	0.0266	0.0188	0.0188	16	22
15.00	-2.85	-19.50	09:54:25	204	41.33	95.02	0.1144	0.0621	0.1753	0.2043	0.0241	0.0281	0.0170	0.0199	12	22
15.00	-3.35	-19.50	09:54:42	180	36.65	97.56	0.0986	0.0364	0.1880	0.1888	0.0275	0.0277	0.0195	0.0196	16	22
15.00	-3.85	-19.50	09:54:59	164	33.16	97.87	0.0906	0.0445	0.1580	0.1547	0.0243	0.0238	0.0172	0.0168	19	25
15.00	-4.35	-19.50	09:55:16	179	36.11	94.54	0.1135	0.0597	0.1711	0.1615	0.0251	0.0237	0.0178	0.0168	16	22
15.00	-5.35	-20.00	09:55:35	176	35.06	93.71	0.0680	0.1147	0.1640	0.1866	0.0243	0.0277	0.0172	0.0196	16	28
15.00	-4.85	-20.00	09:55:53	142	28.64	96.88	0.0809	0.0937	0.1785	0.1801	0.0295	0.0297	0.0208	0.0210	12	28
15.00	-4.35	-20.00	09:56:10	168	34.24	95.91	0.0754	0.1594	0.1784	0.1618	0.0271	0.0245	0.0191	0.0174	12	25
15.00	-3.85	-20.00	09:56:28	168	33.80	97.59	0.0599	0.1516	0.1831	0.1654	0.0278	0.0251	0.0196	0.0177	12	32
15.00	-3.35	-20.00	09:56:46	185	37.17	98.44	0.0723	0.0966	0.1739	0.1818	0.0251	0.0263	0.0178	0.0186	16	32
15.00	-2.85	-20.00	09:57:03	171	34.44	96.90	0.0788	0.1119	0.1684	0.2082	0.0253	0.0313	0.0179	0.0221	12	22
15.00	-2.35	-20.00	09:57:20	185	37.67	96.82	0.1599	0.1104	0.1640	0.2299	0.0237	0.0332	0.0168	0.0235	12	22
15.00	-1.85	-20.00	09:57:37	201	40.12	97.42	0.2064	0.1331	0.1790	0.1997	0.0248	0.0277	0.0175	0.0196	16	22
15.00	-1.35	-20.00	09:57:54	169	34.03	94.12	0.2215	0.0906	0.1791	0.2666	0.0271	0.0403	0.0192	0.0285	19	22
15.00	-0.85	-20.00	09:58:11	228	45.83	94.83	0.2612	0.0450	0.1874	0.2882	0.0244	0.0375	0.0172	0.0265	16	19
15.00	-0.35	-20.00	09:58:29	203	40.83	94.39	0.2799	-0.0115	0.1926	0.2828	0.0266	0.0390	0.0188	0.0276	19	22
15.00	0.15	-20.00	09:58:46	180	36.54	90.68	0.2633	-0.0392	0.1729	0.2719	0.0253	0.0398	0.0179	0.0282	19	22
15.00	0.65	-20.00	09:59:03	212	43.69	92.25	0.2336	-0.0898	0.1974	0.2343	0.0266	0.0316	0.0188	0.0224	16	22
15.00	1.15	-20.00	09:59:20	181	36.72	94.80	0.1857	-0.1540	0.1696	0.2018	0.0248	0.0295	0.0175	0.0208	19	25
15.00	1.65	-20.00	09:59:38	170	34.51	86.73	0.1681	-0.1643	0.1454	0.1771	0.0219	0.0267	0.0155	0.0189	12	22
15.00	2.15	-20.00	09:59:55	139	28.08	91.49	0.1428	-0.1306	0.1489	0.1649	0.0248	0.0275	0.0176	0.0195	12	22
15.00	2.65	-20.00	10:00:13	177	37.01	96.48	0.0971	-0.1624	0.1515	0.1589	0.0224	0.0235	0.0158	0.0166	16	22
15.00	3.15	-20.00	10:00:30	153	31.04	95.84	0.1064	-0.1846	0.1734	0.1545	0.0276	0.0246	0.0195	0.0174	16	25
15.00	3.65	-20.00	10:00:47	164	33.05	95.34	0.0631	-0.1449	0.1793	0.1686	0.0275	0.0259	0.0195	0.0183	16	25
15.00	4.15	-20.00	10:01:05	196	39.75	92.20	0.1014	-0.1339	0.1681	0.1732	0.0236	0.0243	0.0167	0.0172	12	22
15.00	4.65	-20.00	10:01:22	212	42.90	94.77	0.0623	-0.1210	0.1816	0.1639	0.0245	0.0221	0.0173	0.0156	16	25
15.00	5.15	-20.00	10:01:40	143	28.75	88.25	0.0817	-0.1172	0.1696	0.2182	0.0279	0.0359	0.0197	0.0254	16	22
15.00	5.65	-20.00	10:01:57	204	41.31	95.99	0.0840	-0.1457	0.1792	0.2005	0.0246	0.0276	0.0174	0.0195	12	22
15.00	7.15	-20.50	10:02:19	218	44.03	93.79	0.0545	-0.3512	0.1842	0.2318	0.0245	0.0308	0.0173	0.0218	16	25
15.00	6.65	-20.50	10:02:36	194	39.24	96.41	0.0477	-0.3369	0.1991	0.2003	0.0281	0.0283	0.0199	0.0200	12	22
15.00	6.15	-20.50	10:02:53	204	41.79	94.01	0.0830	-0.2627	0.2026	0.2342	0.0279	0.0322	0.0197	0.0228	12	19
15.00	5.65	-20.50	10:03:11	199	40.64	91.96	0.0576	-0.2054	0.1748	0.2244	0.0244	0.0313	0.0172	0.0221	16	19
15.00	5.15	-20.50	10:03:28	171	35.16	95.35	0.0639	-0.2047	0.1636	0.1920	0.0246	0.0289	0.0174	0.0204	16	19
15.00	4.65	-20.50	10:03:47	167	34.17	93.29	0.0654	-0.1918	0.1564	0.1833	0.0238	0.0279	0.0168	0.0197	19	22
15.00	4.15	-20.50	10:04:04	183	36.74	97.10	0.0493	-0.1831	0.1827	0.1759	0.0265	0.0256	0.0188	0.0181	16	25
15.00	3.65	-20.50	10:04:21	143	29.03	95.02	0.0735	-0.2478	0.1658	0.1542	0.0273	0.0254	0.0193	0.0179	12	19
15.00	3.15	-20.50	10:04:38	213	43.13	92.90	0.0881	-0.2476	0.1636	0.1674	0.0220	0.0225	0.0156	0.0159	16	25
15.00	2.65	-20.50	10:04:55	181	36.31	97.14	0.0757	-0.2352	0.1555	0.1637	0.0227	0.0239	0.0161	0.0169	16	19
15.00	2.15	-20.50	10:05:13	125	25.10	94.21	0.1086	-0.2131	0.1550	0.1643	0.0273	0.0289	0.0193	0.0205	16	22
15.00	1.65	-20.50	10:05:31	131	26.80	94.09	0.1117	-0.1886	0.1404	0.1829	0.0241	0.0314	0.0171	0.0222	12	22
15.00	1.15	-20.50	10:05:49	202	40.60	96.24	0.1458	-0.1820	0.1545	0.2104	0.0214	0.0291	0.0151	0.0206	16	22
15.00	0.65	-20.50	10:06:06	203	41.59	94.48	0.1749	-0.1517	0.1574	0.2252	0.0217	0.0311	0.0153	0.0220	16	22
15.00	0.15	-20.50	10:06:23	185	37.63	97.21	0.1786	-0.1146	0.1824	0.2679	0.0263	0.0387	0.0186	0.0274	16	19
15.00	-0.35	-20.50	10:06:41	206	41.91	94.26	0.2107	-0.0250	0.1644	0.3171	0.0225	0.0434	0.0159	0.0307	19	25
15.00	-0.85	-20.50	10:06:58	185	37.50	93.54	0.1914	0.0678	0.1684	0.2947	0.0243	0.0426	0.0172	0.0301	19	22
15.00	-1.35	-20.50	10:07:15	196	39.42	91.07	0.1504	0.1608	0.1578	0.2388	0.0222	0.0335	0.0157	0.0237	16	22
15.00	-1.85	-20.50	10:07:33	179	36.15	89.47	0.1770	0.1434	0.1756	0.2442	0.0258	0.0359	0.0182	0.0254	16	22
15.00	-2.35	-20.50	10:07:50	149	30.05	93.14	0.1119	0.1988	0.1479	0.2021	0.0238	0.0326	0.0169	0.0230	12	19
15.00	-2.85	-20.50	10:08:09	146	29.56	94.84	0.0779	0.1913	0.1419	0.1810	0.0231	0.0295	0.0163	0.0208	12	19
15.00	-3.35	-20.50	10:08:27	121	24.69	94.80	0.0775	0.2420	0.1824	0.1653	0.0326	0.0296	0.0231	0.0209	12	19
15.00	-3.85	-20.50	10:08:45	191	38.38	98.76	0.0819	0.2464	0.1643	0.1447	0.0234	0.0206	0.0165	0.0145	12	22
15.00	-4.35	-20.50	10:09:03	163	32.81	91.94	0.0728	0.2475	0.1935	0.1448	0.0298	0.0223	0.0211	0.0158	12	19
15.00	-4.85	-20.50	10:09:21	173	35.17	93.76	0.0425	0.1862	0.1494	0.1570	0.0223	0.0235	0.0158	0.0166	12	19
15.00	-5.35	-20.50	10:09:38	149	30.93	92.56	0.0731	0.1614	0.1538	0.1725	0.0248	0.0278	0.0175	0.0197	19	19
15.00	-5.85	-20.50	10:09:55	124	24.97	96.52	0.0498	0.1855	0.1648	0.1857	0.0291	0.0328	0.0206	0.0232	19	19
15.00	-6.35	-20.50	10:10:13	198	40.37	91.78	0.0334	0.2106	0.1839	0.2175	0.0257	0.0304	0.0182	0.0215	16	22
15.00	-6.85	-20.50	10:10:31	176	35.55	90.88	0.0436	0.2813	0.2032	0.2207	0.0301	0.0327	0.0213	0.0231	16	22
15.00	-6.85	-21.00	10:10:48	201	40.57	96.79	-0.0012	0.3102	0.1861	0.2240	0.0258	0.0310	0.0182	0.0219	19	19
15.00	-6.35	-21.00	10:11:05	205	41.99	90.70	0.0423	0.2430	0.2034	0.2040	0.0279	0.0280	0.0197	0.0198	16	16
15.00	-5.85	-21.00	10:11:23	119	24.22	92.70	0.0285	0.2729	0.1892	0.1750	0.0341	0.0316	0.0241	0.0223	16	19
15.00	-5.35	-21.00	10:11:40	144	29.21	97.92	0.0160	0.2275	0.1869	0.1763	0.0306	0.0289	0.0217	0.0204	16	22
15.00	-4.85	-21.00	10:11:57	165	33.55	94.92	0.0195	0.2487	0.1921	0.1518	0.0294	0.0232	0.0208	0.0164	12	22
15.00	-4.35	-21.00	10:12:14	153	30.93	95.48	0.0297	0.2639	0.1660	0.1594	0.0264	0.0253	0.0187	0.0179	12	19
15.00	-3.85	-21.00	10:12:32	148	30.51	92.69	0.0264	0.2951	0.1622	0.1726	0.0262	0.0279	0.0185	0.0197	12	19
15.00	-3.35	-21.00	10:12:49	176	35.47	95.02	0.0498	0.2650	0.1640	0.1502	0.0243	0.0223	0.0172	0.0157	16	19
15.00	-2.85	-21.00	10:13:06	171	34.41	94.41	0.0435	0.2631	0.1364	0.1751	0.0205	0.0263	0.0145	0.0186	16	22
15.00	-2.35	-21.00	10:13:23	162	33.11	94.69	0.0617	0.2379	0.1611	0.2145	0.0249	0.0331	0.0176	0.0234	12	32
15.00	-1.85	-21.00	10:13:40	206	42.39	95.44	0.0940	0.2039	0.1597	0.2090	0.0219	0.0286	0.0155	0.0202	16	22
15.00	-1.35	-21.00	10:13:58	191	38.49	94.14	0.1070	0.1293	0.1631	0.2726	0.0232	0.0388	0.0164	0.0274	12	19
15.00	-0.85	-21.00	10:14:15	164	33.96	94.03	0.1497	0.0827	0.1865	0.2898	0.0286	0.0445	0.0202	0.0315	16	22
15.00	-0.35	-21.00	10:14:32	174	34.91	95.53	0.1091	-0.0135	0.1621	0.2961	0.0242	0.0441	0.0171	0.0312	16	19
15.00	0.15	-21.00	10:14:49	200	40.21	97.98	0.0927	-0.1233	0.1603	0.2765	0.0223	0.0384	0.0158	0.0272	22	25
15.00	0.65	-21.00	10:15:07	182	36.82	96.19	0.0904	-0.1249	0.1691	0.2377	0.0246	0.0346	0.0174	0.0245	16	19
15.00	1.15	-21.00	10:15:24	152	31.17	94.14	0.1011	-0.1726	0.1536	0.2086	0.0245	0.0333	0.0173	0.0235	16	22
15.00	1.65	-21.00	10:15:42	137	27.79	95.35	0.0729	-0.2484	0.1329	0.1755	0.0223	0.0295	0.0158	0.0209	12	48
15.00	2.15	-21.00	10:15:59	129	27.23	95.65	0.0680	-0.2703	0.1771	0.1661	0.0307	0.0288	0.0217	0.0204	12	19
15.00	2.65	-21.00	10:16:16	156	31.65	88.96	0.0646	-0.2848	0.1538	0.1634	0.0242	0.0257	0.0171	0.0182	12	19
15.00	3.15	-21.00	10:16:33	181	36.31	94.85	0.0460	-0.2865	0.1661	0.1599	0.0243	0.0234	0.0172	0.0165	12	22
15.00	3.65	-21.00	10:16:50	179	35.84	86.07	0.0375	-0.2825	0.1672	0.1730	0.0246	0.0254	0.0174	0.0180	12	22
15.00	4.15	-21.00	10:17:08	198	40.07	96.37	0.0308	-0.2558	0.1772	0.1568	0.0247	0.0219	0.0175	0.0155	12	25
15.00	4.65	-21.00	10:17:26	166	34.36	93.83	0.0197	-0.2313	0.1845	0.1599	0.0282	0.0244	0.0199	0.0173	16	19
15.00	5.15	-21.00	10:17:43	177	35.95	94.50	0.0054	-0.2591	0.1761	0.1732	0.0260	0.0256	0.0184	0.0181	16	19
15.00	5.65	-21.00	10:18:00	191	38.37	94.86	0.0114	-0.2810	0.1822	0.1950	0.0259	0.0277	0.0183	0.0196	19	22
15.00	6.15	-21.00	10:18:17	197	39.96	94.25	-0.0042	-0.3182	0.2047	0.2004	0.0287	0.0281	0.0203	0.0198	22	22
15.00	6.65	-21.00	10:18:34	232	46.58	94.17	0.0147	-0.3266	0.2127	0.2095	0.0274	0.0270	0.0194	0.0191	22	22
15.00	7.15	-21.00	10:18:52	181	36.56	86.94	0.0054	-0.3785	0.2136	0.1908	0.0312	0.0279	0.0221	0.0197	19	19
15.00	7.15	-21.50	10:19:09	144	28.88	89.43	-0.0010	-0.3658	0.1908	0.1911	0.0313	0.0313	0.0221	0.0221	16	22
15.00	6.65	-21.50	10:19:27	172	34.49	96.05	-0.0342	-0.3384	0.2440	0.1981	0.0366	0.0297	0.0259	0.0210	16	19
15.00	6.15	-21.50	10:19:45	191	38.80	93.76	-0.0046	-0.3313	0.2220	0.2069	0.0316	0.0294	0.0223	0.0208	19	22
15.00	5.65	-21.50	10:20:02	206	41.96	93.30	-0.0277	-0.3124	0.2091	0.1833	0.0286	0.0251	0.0202	0.0177	19	22
15.00	5.15	-21.50	10:20:20	177	35.79	94.81	-0.0044	-0.2907	0.1814	0.1844	0.0268	0.0272	0.0190	0.0193	16	22
15.00	4.65	-21.50	10:20:39	152	30.90	95.97	0.0181	-0.2589	0.1757	0.1728	0.0280	0.0276	0.0198	0.0195	16	19
15.00	4.15	-21.50	10:20:57	180	36.39	91.64	0.0295	-0.2637	0.1886	0.1604	0.0276	0.0235	0.0195	0.0166	12	22
15.00	3.65	-21.50	10:21:15	179	36.61	85.77	0.0172	-0.3007	0.1719	0.1482	0.0253	0.0218	0.0179	0.0154	16	25
15.00	3.15	-21.50	10:21:32	184	37.08	99.25	0.0268	-0.3051	0.1573	0.1568	0.0228	0.0227	0.0161	0.0161	16	22
15.00	2.65	-21.50	10:21:50	137	27.67	93.04	0.0128	-0.2736	0.1581	0.1661	0.0266	0.0279	0.0188	0.0197	12	22
15.00	2.15	-21.50	10:22:07	154	31.60	92.59	0.0509	-0.2474	0.1484	0.1653	0.0235	0.0262	0.0166	0.0185	16	25
15.00	1.65	-21.50	10:22:24	173	34.87	93.11	0.0142	-0.2313	0.1286	0.1761	0.0192	0.0263	0.0136	0.0186	12	28
15.00	1.15	-21.50	10:22:41	177	35.64	92.43	0.0508	-0.1812	0.1429	0.2059	0.0211	0.0304	0.0149	0.0215	16	22
15.00	0.65	-21.50	10:22:59	199	39.88	96.98	0.0658	-0.1259	0.1445	0.2342	0.0201	0.0326	0.0142	0.0231	16	22
15.00	0.15	-21.50	10:23:17	149	30.31	94.26	0.0398	-0.1017	0.1768	0.2774	0.0285	0.0447	0.0201	0.0316	19	25
15.00	-0.35	-21.50	10:23:35	184	39.12	91.14	0.0178	-0.0239	0.1667	0.2726	0.0242	0.0395	0.0171	0.0279	19	22
15.00	-0.85	-21.50	10:23:54	184	36.97	93.03	0.0135	0.0762	0.1647	0.2830	0.0239	0.0410	0.0169	0.0290	16	22
15.00	-1.35	-21.50	10:24:11	173	35.19	96.80	0.0385	0.1783	0.1691	0.2382	0.0253	0.0356	0.0179	0.0252	12	25
15.00	-1.85	-21.50	10:24:28	166	33.73	75.91	0.0212	0.2066	0.1557	0.2380	0.0238	0.0363	0.0168	0.0257	12	19
15.00	-2.35	-21.50	10:24:45	167	34.10	96.33	0.0120	0.2473	0.1395	0.1970	0.0212	0.0300	0.0150	0.0212	16	35
15.00	-2.85	-21.50	10:25:03	164	33.16	94.77	0.0044	0.2478	0.1393	0.1691	0.0214	0.0260	0.0151	0.0184	16	25
15.00	-3.35	-21.50	10:25:21	192	38.90	95.68	0.0143	0.2976	0.1648	0.1568	0.0234	0.0222	0.0165	0.0157	16	32
15.00	-3.85	-21.50	10:25:39	187	37.71	96.25	-0.0071	0.3094	0.1809	0.1642	0.0260	0.0236	0.0184	0.0167	12	16
15.00	-4.35	-21.50	10:25:57	137	27.69	95.34	0.0022	0.2643	0.1607	0.1365	0.0270	0.0229	0.0191	0.0162	12	22
15.00	-4.85	-21.50	10:26:14	125	26.27	96.31	0.0214	0.2962	0.1702	0.1653	0.0300	0.0291	0.0212	0.0206	16	19
15.00	-5.35	-21.50	10:26:32	126	25.65	93.05	0.0113	0.2939	0.1689	0.1622	0.0296	0.0284	0.0209	0.0201	12	19
15.00	-5.85	-21.50	10:26:49	197	40.26	96.36	0.0107	0.2781	0.1983	0.1907	0.0278	0.0267	0.0196	0.0189	19	22
15.00	-6.35	-21.50	10:27:06	189	37.81	95.67	-0.0024	0.2964	0.2301	0.1905	0.0329	0.0272	0.0233	0.0193	19	19
15.00	-6.85	-21.50	10:27:24	211	42.40	91.86	-0.0093	0.3222	0.2245	0.1853	0.0304	0.0251	0.0215	0.0177	22	22
15.00	-6.85	-22.00	10:27:41	212	42.72	92.62	-0.0064	0.3056	0.2273	0.2058	0.0307	0.0278	0.0217	0.0196	16	22
15.00	-6.35	-22.00	10:27:59	232	46.71	92.82	-0.0213	0.3265	0.2000	0.2109	0.0258	0.0272	0.0182	0.0192	16	22
15.00	-5.85	-22.00	10:28:16	212	42.71	94.63	-0.0324	0.2907	0.2018	0.2169	0.0272	0.0293	0.0193	0.0207	16	22
15.00	-5.35	-22.00	10:28:34	136	27.38	94.80	-0.0378	0.2385	0.1830	0.1777	0.0309	0.0300	0.0218	0.0212	12	19
15.00	-4.85	-22.00	10:28:51	95	19.34	94.50	-0.0172	0.2641	0.1476	0.1709	0.0298	0.0346	0.0211	0.0244	16	19
15.00	-4.35	-22.00	10:29:10	202	41.11	95.52	-0.0307	0.2648	0.1729	0.1873	0.0239	0.0259	0.0169	0.0183	16	19
15.00	-3.85	-22.00	10:29:27	169	34.66	94.72	-0.0336	0.2782	0.1637	0.1550	0.0248	0.0234	0.0175	0.0166	16	19
15.00	-3.35	-22.00	10:29:45	157	31.62	91.46	-0.0322	0.2614	0.1595	0.1673	0.0250	0.0263	0.0177	0.0186	12	22
15.00	-2.85	-22.00	10:30:02	179	36.49	92.72	-0.0275	0.2420	0.1501	0.1926	0.0220	0.0283	0.0156	0.0200	12	22
15.00	-2.35	-22.00	10:30:19	163	32.96	96.37	-0.0286	0.2362	0.1539	0.1893	0.0237	0.0291	0.0168	0.0206	16	25
15.00	-1.85	-22.00	10:30:36	161	33.96	96.14	-0.0333	0.1670	0.1483	0.2185	0.0230	0.0338	0.0162	0.0239	16	22
15.00	-1.35	-22.00	10:30:54	175	35.25	93.25	-0.0266	0.1229	0.1672	0.2461	0.0248	0.0366	0.0176	0.0259	12	19
15.00	-0.85	-22.00	10:31:11	185	37.61	96.57	-0.0563	0.0634	0.1883	0.2736	0.0272	0.0395	0.0192	0.0280	12	19
15.00	-0.35	-22.00	10:31:29	166	33.41	91.42	-0.0673	-0.0051	0.2015	0.2937	0.0307	0.0448	0.0217	0.0317	25	32
15.00	0.15	-22.00	10:31:46	170	34.22	84.25	-0.0467	-0.0615	0.1705	0.2729	0.0257	0.0412	0.0182	0.0291	19	22
15.00	0.65	-22.00	10:32:03	200	40.31	94.82	-0.0287	-0.1196	0.1869	0.2461	0.0260	0.0342	0.0184	0.0242	16	25
15.00	1.15	-22.00	10:32:21	166	33.49	97.28	-0.0159	-0.1519	0.1602	0.2012	0.0244	0.0307	0.0173	0.0217	16	28
15.00	1.65	-22.00	10:32:38	164	33.18	94.21	-0.0162	-0.1773	0.1383	0.1932	0.0212	0.0297	0.0150	0.0210	16	25
15.00	2.15	-22.00	10:32:55	137	27.69	96.90	0.0139	-0.2236	0.1499	0.1661	0.0252	0.0279	0.0178	0.0197	12	22
15.00	2.65	-22.00	10:33:13	134	27.81	91.07	-0.0094	-0.2561	0.1574	0.1769	0.0268	0.0301	0.0189	0.0213	12	22
15.00	3.15	-22.00	10:33:31	137	27.62	95.58	-0.0126	-0.2629	0.1774	0.1796	0.0298	0.0302	0.0211	0.0213	12	19
15.00	3.65	-22.00	10:33:49	185	37.22	95.79	-0.0009	-0.2753	0.1728	0.1851	0.0250	0.0267	0.0177	0.0189	16	19
15.00	4.15	-22.00	10:34:06	188	38.29	94.04	-0.0219	-0.2625	0.1752	0.1662	0.0251	0.0238	0.0178	0.0168	16	25
15.00	4.65	-22.00	10:34:23	152	30.50	93.89	-0.0075	-0.2523	0.1690	0.2088	0.0270	0.0333	0.0191	0.0235	12	19
15.00	5.15	-22.00	10:34:41	168	33.71	96.28	-0.0281	-0.2607	0.1866	0.1737	0.0283	0.0263	0.0200	0.0186	16	22
15.00	5.65	-22.00	10:35:00	149	29.86	95.57	-0.0312	-0.2782	0.1773	0.2077	0.0286	0.0335	0.0202	0.0237	19	19
15.00	6.15	-22.00	10:35:18	213	43.19	94.80	-0.0400	-0.2923	0.2209	0.1935	0.0297	0.0260	0.0210	0.0184	16	22
15.00	6.65	-22.00	10:35:35	180	36.16	97.75	-0.0640	-0.3423	0.2029	0.1934	0.0297	0.0283	0.0210	0.0200	16	25
15.00	7.15	-22.00	10:35:53	126	25.99	88.21	-0.0359	-0.3598	0.1848	0.2049	0.0324	0.0359	0.0229	0.0254	16	22
15.00	7.15	-22.50	10:36:10	152	30.57	94.84	-0.0462	-0.3207	0.2051	0.2179	0.0327	0.0348	0.0231	0.0246	19	32
15.00	6.65	-22.50	10:36:27	164	32.84	95.21	-0.0823	-0.3111	0.1833	0.2206	0.0281	0.0339	0.0199	0.0239	16	28
15.00	6.15	-22.50	10:36:45	144	29.13	88.70	-0.0849	-0.2467	0.1845	0.2126	0.0302	0.0349	0.0214	0.0246	19	25
15.00	5.65	-22.50	10:37:02	164	33.43	97.37	-0.0485	-0.1674	0.1839	0.1837	0.0282	0.0282	0.0200	0.0199	19	25
15.00	5.15	-22.50	10:37:19	132	26.46	94.84	-0.0488	-0.2195	0.1777	0.1943	0.0304	0.0333	0.0215	0.0235	19	32
15.00	4.65	-22.50	10:37:37	143	29.38	91.87	-0.0335	-0.1856	0.1751	0.2077	0.0288	0.0342	0.0204	0.0242	16	32
15.00	4.15	-22.50	10:37:54	179	37.06	96.54	-0.0679	-0.2015	0.1709	0.1614	0.0251	0.0237	0.0178	0.0168	16	25
15.00	3.65	-22.50	10:38:12	140	28.98	96.12	-0.0473	-0.2144	0.1801	0.1653	0.0299	0.0275	0.0212	0.0194	16	28
15.00	3.15	-22.50	10:38:30	152	31.52	95.42	-0.0373	-0.2163	0.1670	0.1773	0.0266	0.0283	0.0188	0.0200	16	22
15.00	2.65	-22.50	10:38:48	134	26.92	94.03	-0.0422	-0.2262	0.1724	0.1693	0.0293	0.0288	0.0207	0.0204	16	25
15.00	2.15	-22.50	10:39:06	148	29.96	96.79	-0.0532	-0.2063	0.1438	0.1794	0.0233	0.0290	0.0164	0.0205	16	25
15.00	1.65	-22.50	10:39:23	189	38.10	96.70	-0.0513	-0.1486	0.1685	0.1745	0.0241	0.0249	0.0170	0.0176	16	25
15.00	1.15	-22.50	10:39:41	199	40.32	96.46	-0.0580	-0.1103	0.1606	0.2281	0.0224	0.0318	0.0158	0.0225	16	25
15.00	0.65	-22.50	10:39:58	152	30.80	89.01	-0.0607	-0.1042	0.1837	0.2130	0.0293	0.0340	0.0207	0.0240	12	19
15.00	0.15	-22.50	10:40:16	164	33.16	94.03	-0.1081	-0.0234	0.1783	0.2337	0.0274	0.0359	0.0194	0.0254	16	22
15.00	-0.35	-22.50	10:40:33	185	37.49	83.10	-0.0899	0.0225	0.1863	0.2788	0.0269	0.0403	0.0190	0.0285	16	19
15.00	-0.85	-22.50	10:40:50	181	36.47	96.73	-0.1209	0.0824	0.1859	0.2443	0.0272	0.0357	0.0192	0.0252	16	19
15.00	-1.35	-22.50	10:41:08	187	37.44	94.34	-0.0948	0.0945	0.1906	0.2396	0.0274	0.0344	0.0194	0.0243	16	25
15.00	-1.85	-22.50	10:41:25	138	27.81	96.34	-0.0641	0.1245	0.1747	0.2301	0.0292	0.0385	0.0207	0.0272	12	19
15.00	-2.35	-22.50	10:41:44	131	26.35	97.98	-0.1053	0.2073	0.1388	0.1729	0.0239	0.0297	0.0169	0.0210	12	22
15.00	-2.85	-22.50	10:42:02	152	30.63	95.22	-0.0726	0.1856	0.1679	0.1786	0.0268	0.0285	0.0189	0.0201	12	25
