DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t02.lda
15:15:48
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	1.65	-12.00	16:31:04	117	23.82	86.05	0.0838	0.0978	0.1856	0.1678	0.0338	0.0305	0.0239	0.0216	22	25
15.00	1.15	-12.50	16:31:16	101	20.27	94.17	0.1039	0.0766	0.1823	0.1608	0.0357	0.0315	0.0253	0.0223	16	19
15.00	0.65	-12.50	16:31:28	70	14.40	93.59	0.2267	0.0801	0.1955	0.1367	0.0461	0.0323	0.0326	0.0228	12	22
15.00	0.15	-12.50	16:31:40	128	25.28	79.36	0.2713	0.0039	0.1805	0.1525	0.0314	0.0265	0.0222	0.0188	12	19
15.00	-0.35	-12.50	16:31:54	146	29.99	95.83	0.2716	0.0149	0.1980	0.1667	0.0322	0.0271	0.0228	0.0192	12	28
15.00	-0.85	-12.50	16:32:06	127	25.54	95.75	0.2442	-0.0264	0.1822	0.1681	0.0318	0.0294	0.0225	0.0208	12	28
15.00	-1.35	-12.50	16:32:19	98	19.62	90.86	0.1724	-0.0682	0.1824	0.1783	0.0363	0.0355	0.0257	0.0251	19	25
15.00	-1.35	-13.00	16:32:31	132	27.17	92.19	0.1942	-0.0409	0.2267	0.1737	0.0388	0.0297	0.0274	0.0210	16	19
15.00	-0.85	-13.00	16:32:43	144	29.72	95.52	0.2972	-0.0292	0.2066	0.1616	0.0339	0.0265	0.0239	0.0187	12	28
15.00	-0.35	-13.00	16:32:55	133	27.23	92.78	0.2981	-0.0306	0.2025	0.1658	0.0345	0.0283	0.0244	0.0200	16	35
15.00	0.15	-13.00	16:33:07	139	28.70	92.46	0.2931	0.0455	0.2028	0.1745	0.0338	0.0291	0.0239	0.0206	12	22
15.00	0.65	-13.00	16:33:20	84	17.22	97.56	0.2140	0.0717	0.1918	0.1599	0.0413	0.0344	0.0292	0.0243	19	28
15.00	1.15	-13.00	16:33:33	95	19.82	98.22	0.1831	0.0588	0.1870	0.1452	0.0378	0.0294	0.0267	0.0208	16	19
15.00	1.15	-13.50	16:33:46	70	14.31	91.13	0.2064	0.0941	0.2178	0.1620	0.0514	0.0382	0.0363	0.0270	16	19
15.00	0.65	-13.50	16:33:58	90	18.17	92.19	0.2790	0.0392	0.2342	0.1841	0.0487	0.0383	0.0344	0.0270	16	25
15.00	0.15	-13.50	16:34:11	123	24.88	94.13	0.2706	0.0553	0.2080	0.1822	0.0369	0.0323	0.0261	0.0229	16	25
15.00	-0.35	-13.50	16:34:23	118	23.90	94.09	0.3255	0.0124	0.2349	0.1842	0.0426	0.0334	0.0301	0.0236	12	48
15.00	-0.85	-13.50	16:34:36	126	25.49	91.72	0.2941	-0.0211	0.2117	0.1970	0.0371	0.0345	0.0262	0.0244	16	25
15.00	-1.35	-13.50	16:34:49	130	26.55	92.19	0.2799	-0.0513	0.2209	0.1872	0.0381	0.0323	0.0270	0.0228	16	22
15.00	-1.35	-14.00	16:35:01	105	21.18	92.38	0.2624	-0.0496	0.2357	0.1819	0.0453	0.0350	0.0320	0.0247	22	25
15.00	-0.85	-14.00	16:35:13	106	21.91	86.33	0.3743	-0.0304	0.2099	0.1873	0.0402	0.0358	0.0284	0.0253	16	19
15.00	-0.35	-14.00	16:35:26	133	27.05	91.46	0.3509	0.0140	0.2000	0.2161	0.0341	0.0369	0.0241	0.0261	12	32
15.00	0.15	-14.00	16:35:38	116	23.50	88.65	0.3342	0.0365	0.2196	0.1990	0.0401	0.0364	0.0284	0.0257	16	22
15.00	0.65	-14.00	16:35:51	100	20.20	94.64	0.2782	0.0661	0.2441	0.1869	0.0481	0.0368	0.0340	0.0260	22	25
15.00	1.15	-14.00	16:36:03	80	16.15	89.82	0.2259	0.1049	0.2506	0.1910	0.0553	0.0421	0.0391	0.0298	19	19
15.00	1.15	-14.50	16:36:15	66	13.83	94.67	0.2496	0.0797	0.2559	0.1790	0.0622	0.0435	0.0440	0.0308	25	19
15.00	0.65	-14.50	16:36:27	93	18.47	91.20	0.3433	0.0277	0.2551	0.1972	0.0521	0.0403	0.0369	0.0285	16	22
15.00	0.15	-14.50	16:36:39	120	24.22	95.31	0.4061	0.0026	0.1707	0.2043	0.0307	0.0367	0.0217	0.0260	16	25
15.00	-0.35	-14.50	16:36:51	149	29.95	95.32	0.4033	0.0030	0.2136	0.1955	0.0344	0.0315	0.0243	0.0223	16	32
15.00	-0.85	-14.50	16:37:04	127	25.18	96.00	0.3836	-0.0247	0.2349	0.2112	0.0410	0.0369	0.0290	0.0261	19	22
15.00	-1.35	-14.50	16:37:16	129	25.76	84.10	0.3537	-0.0647	0.2466	0.1749	0.0427	0.0303	0.0302	0.0214	19	25
15.00	-1.35	-15.00	16:37:28	123	24.76	97.82	0.3680	-0.0564	0.2342	0.1835	0.0416	0.0326	0.0294	0.0230	16	22
15.00	-0.85	-15.00	16:37:41	134	27.16	93.53	0.3864	-0.0183	0.2179	0.1610	0.0370	0.0274	0.0262	0.0194	16	19
15.00	-0.35	-15.00	16:37:55	117	23.49	95.55	0.3842	-0.0242	0.2004	0.2068	0.0365	0.0376	0.0258	0.0266	16	28
15.00	0.15	-15.00	16:38:07	131	26.62	96.79	0.4075	0.0171	0.2167	0.2382	0.0373	0.0409	0.0263	0.0290	16	25
15.00	0.65	-15.00	16:38:19	106	21.36	89.67	0.3635	0.0389	0.1933	0.1932	0.0370	0.0370	0.0261	0.0261	12	19
15.00	1.15	-15.00	16:38:32	77	16.37	79.14	0.3606	0.0476	0.2498	0.2280	0.0562	0.0513	0.0397	0.0363	25	25
15.00	1.15	-15.50	16:38:44	89	17.94	92.15	0.3692	0.0503	0.2308	0.2037	0.0482	0.0426	0.0341	0.0301	22	22
15.00	0.65	-15.50	16:38:56	105	21.13	81.88	0.3685	0.0347	0.1869	0.1799	0.0359	0.0346	0.0254	0.0245	12	19
15.00	0.15	-15.50	16:39:09	115	23.22	95.30	0.4015	0.0075	0.2144	0.2251	0.0394	0.0413	0.0278	0.0292	16	22
15.00	-0.35	-15.50	16:39:21	142	28.47	95.62	0.3625	-0.0002	0.1879	0.2106	0.0310	0.0348	0.0219	0.0246	16	28
15.00	-0.85	-15.50	16:39:34	121	24.89	94.35	0.3775	-0.0159	0.1953	0.1962	0.0350	0.0351	0.0247	0.0248	12	25
15.00	-1.35	-15.50	16:39:46	126	25.42	81.93	0.3999	-0.0066	0.1970	0.1759	0.0345	0.0308	0.0244	0.0218	19	22
15.00	-1.35	-16.00	16:39:58	120	24.14	90.87	0.4121	-0.0062	0.1908	0.1936	0.0343	0.0348	0.0242	0.0246	22	25
15.00	-0.85	-16.00	16:40:11	131	26.66	82.15	0.3734	-0.0015	0.1995	0.2228	0.0343	0.0383	0.0243	0.0271	12	22
15.00	-0.35	-16.00	16:40:25	103	20.70	87.03	0.3750	-0.0206	0.2222	0.2643	0.0431	0.0513	0.0305	0.0363	16	25
15.00	0.15	-16.00	16:40:37	127	25.25	92.76	0.4122	0.0125	0.2100	0.2305	0.0367	0.0402	0.0259	0.0285	12	19
15.00	0.65	-16.00	16:40:50	117	23.69	91.57	0.3623	0.0280	0.2108	0.2130	0.0384	0.0388	0.0271	0.0274	16	19
15.00	1.15	-16.00	16:41:03	107	22.48	95.11	0.3808	0.0577	0.2245	0.2249	0.0427	0.0428	0.0302	0.0303	22	25
15.00	1.65	-16.50	16:41:15	97	20.25	85.10	0.3417	0.0940	0.2100	0.1885	0.0420	0.0377	0.0297	0.0267	19	28
15.00	1.15	-16.50	16:41:28	104	21.49	97.66	0.3342	0.0788	0.2017	0.2243	0.0389	0.0433	0.0275	0.0306	19	32
15.00	0.65	-16.50	16:41:41	112	23.54	93.36	0.3620	0.0636	0.2285	0.2433	0.0425	0.0453	0.0301	0.0320	12	19
15.00	0.15	-16.50	16:41:54	110	22.68	71.64	0.3831	0.0488	0.2170	0.2546	0.0407	0.0478	0.0288	0.0338	16	19
15.00	-0.35	-16.50	16:42:07	104	21.00	93.56	0.3758	-0.0041	0.2222	0.2634	0.0429	0.0509	0.0303	0.0360	16	22
15.00	-0.85	-16.50	16:42:20	127	24.92	91.90	0.3642	-0.0628	0.2137	0.2302	0.0373	0.0402	0.0264	0.0284	16	22
15.00	-1.35	-16.50	16:42:32	123	24.88	92.99	0.3834	-0.0544	0.2241	0.2592	0.0398	0.0460	0.0281	0.0325	19	25
15.00	-1.85	-17.00	16:42:45	114	23.71	95.55	0.3250	-0.0760	0.1997	0.1973	0.0368	0.0364	0.0260	0.0257	12	28
15.00	-1.35	-17.00	16:42:57	120	24.59	98.47	0.3686	-0.0242	0.2102	0.2179	0.0378	0.0392	0.0267	0.0277	22	22
15.00	-0.85	-17.00	16:43:09	112	22.58	88.85	0.3372	-0.0123	0.2221	0.2535	0.0413	0.0472	0.0292	0.0333	12	16
15.00	-0.35	-17.00	16:43:21	117	24.46	72.95	0.3742	0.0049	0.2483	0.2191	0.0452	0.0399	0.0320	0.0282	16	16
15.00	0.15	-17.00	16:43:33	111	22.38	94.22	0.3658	0.0362	0.2336	0.2402	0.0437	0.0449	0.0309	0.0317	16	16
15.00	0.65	-17.00	16:43:46	111	22.32	92.83	0.3658	0.0441	0.2150	0.2516	0.0402	0.0470	0.0284	0.0333	12	19
15.00	1.15	-17.00	16:43:59	102	21.15	91.87	0.2616	0.0234	0.2293	0.2131	0.0447	0.0416	0.0316	0.0294	22	19
15.00	1.65	-17.00	16:44:11	75	15.70	92.81	0.3000	0.0664	0.1974	0.1924	0.0450	0.0438	0.0318	0.0310	19	28
15.00	2.15	-17.50	16:44:23	89	18.28	69.44	0.2124	0.0462	0.2094	0.1649	0.0438	0.0345	0.0309	0.0244	19	35
15.00	1.65	-17.50	16:44:36	68	14.33	95.24	0.2699	0.0996	0.1677	0.2000	0.0401	0.0479	0.0284	0.0339	16	25
15.00	1.15	-17.50	16:44:48	97	19.71	94.27	0.2898	0.0385	0.2319	0.2379	0.0464	0.0476	0.0328	0.0337	19	16
15.00	0.65	-17.50	16:45:02	113	21.98	74.57	0.3459	0.0386	0.2098	0.2349	0.0389	0.0435	0.0275	0.0308	12	16
15.00	0.15	-17.50	16:45:14	131	26.61	95.10	0.3417	0.0676	0.2158	0.2424	0.0371	0.0417	0.0262	0.0295	16	22
15.00	-0.35	-17.50	16:45:26	124	25.48	94.84	0.3999	0.0125	0.2292	0.2497	0.0405	0.0441	0.0286	0.0312	16	16
15.00	-0.85	-17.50	16:45:39	121	24.23	91.15	0.3480	0.0015	0.2532	0.2341	0.0453	0.0419	0.0320	0.0296	12	16
15.00	-1.35	-17.50	16:45:52	101	20.40	91.41	0.3041	-0.0501	0.2156	0.2570	0.0423	0.0504	0.0299	0.0356	19	22
15.00	-1.85	-17.50	16:46:04	115	23.50	96.25	0.2918	-0.0962	0.2243	0.2212	0.0412	0.0406	0.0291	0.0287	12	19
15.00	-2.35	-18.00	16:46:16	107	22.28	92.88	0.2524	-0.0386	0.2113	0.1848	0.0402	0.0352	0.0285	0.0249	12	22
15.00	-1.85	-18.00	16:46:29	103	20.77	87.58	0.2655	-0.0803	0.2075	0.2331	0.0403	0.0452	0.0285	0.0320	16	16
15.00	-1.35	-18.00	16:46:42	117	23.63	90.19	0.3332	-0.0273	0.2290	0.2335	0.0417	0.0425	0.0295	0.0300	16	16
15.00	-0.85	-18.00	16:46:56	117	23.57	96.00	0.3367	-0.0208	0.2294	0.2273	0.0417	0.0414	0.0295	0.0292	12	16
15.00	-0.35	-18.00	16:47:09	115	24.62	97.59	0.4091	0.0431	0.2290	0.2170	0.0420	0.0398	0.0297	0.0282	12	19
15.00	0.15	-18.00	16:47:22	109	22.06	80.06	0.3511	0.0030	0.1981	0.2265	0.0374	0.0427	0.0264	0.0302	12	16
15.00	0.65	-18.00	16:47:33	108	21.92	92.78	0.2887	0.0472	0.2529	0.2293	0.0479	0.0434	0.0339	0.0307	12	16
15.00	1.15	-18.00	16:47:45	112	23.14	89.20	0.2421	0.0786	0.2414	0.2426	0.0449	0.0451	0.0318	0.0319	12	16
15.00	1.65	-18.00	16:47:59	86	18.03	94.10	0.1900	0.0886	0.1995	0.1988	0.0424	0.0423	0.0300	0.0299	12	22
15.00	2.15	-18.00	16:48:11	93	19.52	93.34	0.2045	0.0957	0.1954	0.2252	0.0399	0.0460	0.0282	0.0325	16	25
15.00	2.65	-18.00	16:48:25	80	16.70	62.00	0.2078	0.0700	0.1843	0.1810	0.0406	0.0399	0.0287	0.0282	38	102
15.00	2.65	-18.50	16:48:37	107	21.68	92.63	0.1434	0.0389	0.1624	0.1651	0.0309	0.0314	0.0219	0.0222	16	19
15.00	2.15	-18.50	16:48:50	77	15.80	94.12	0.1645	0.0738	0.1958	0.1709	0.0440	0.0384	0.0311	0.0272	19	32
15.00	1.65	-18.50	16:49:02	68	13.70	94.99	0.2155	0.0433	0.2267	0.2405	0.0543	0.0576	0.0384	0.0407	12	25
15.00	1.15	-18.50	16:49:15	92	18.63	84.30	0.2127	-0.0014	0.2208	0.2484	0.0454	0.0510	0.0321	0.0361	12	16
15.00	0.65	-18.50	16:49:27	99	20.68	88.36	0.2801	0.0147	0.2421	0.2326	0.0479	0.0461	0.0339	0.0326	12	12
15.00	0.15	-18.50	16:49:40	110	22.65	93.42	0.3790	-0.0032	0.2330	0.2255	0.0437	0.0423	0.0309	0.0299	12	19
15.00	-0.35	-18.50	16:49:52	103	21.44	91.40	0.3516	-0.0140	0.2066	0.2298	0.0401	0.0446	0.0284	0.0315	16	19
15.00	-0.85	-18.50	16:50:04	99	20.31	96.28	0.3801	-0.0056	0.1982	0.2171	0.0392	0.0430	0.0277	0.0304	16	19
15.00	-1.35	-18.50	16:50:16	115	23.52	95.36	0.2944	-0.0341	0.2274	0.2502	0.0417	0.0459	0.0295	0.0325	16	19
15.00	-1.85	-18.50	16:50:30	82	16.67	84.45	0.2049	-0.0607	0.2565	0.2141	0.0559	0.0466	0.0395	0.0330	12	19
15.00	-2.35	-18.50	16:50:41	107	21.88	93.95	0.2418	-0.0554	0.2232	0.1997	0.0425	0.0380	0.0300	0.0269	16	32
15.00	-2.85	-18.50	16:50:54	110	22.30	94.23	0.1588	-0.0454	0.1857	0.1834	0.0349	0.0344	0.0246	0.0243	16	19
15.00	-3.35	-19.00	16:51:08	91	18.39	91.14	0.1567	-0.0417	0.1733	0.1764	0.0358	0.0364	0.0253	0.0258	16	22
15.00	-2.85	-19.00	16:51:21	123	24.69	89.12	0.1762	-0.0103	0.2027	0.1777	0.0360	0.0315	0.0254	0.0223	16	28
15.00	-2.35	-19.00	16:51:33	94	19.25	90.23	0.1600	-0.0153	0.2197	0.1751	0.0447	0.0356	0.0316	0.0252	12	22
15.00	-1.85	-19.00	16:51:47	97	19.97	95.19	0.2218	0.0188	0.1919	0.2286	0.0384	0.0457	0.0271	0.0323	16	16
15.00	-1.35	-19.00	16:51:59	62	12.60	92.68	0.2665	0.0553	0.2112	0.2372	0.0530	0.0595	0.0375	0.0421	12	19
15.00	-0.85	-19.00	16:52:11	100	20.08	94.92	0.3423	0.0076	0.2142	0.2342	0.0422	0.0461	0.0298	0.0326	32	19
15.00	-0.35	-19.00	16:52:25	99	19.93	92.32	0.3742	0.0446	0.2043	0.2254	0.0405	0.0446	0.0286	0.0316	16	19
15.00	0.15	-19.00	16:52:37	130	26.64	95.42	0.3486	-0.0173	0.2002	0.2295	0.0346	0.0396	0.0244	0.0280	28	19
15.00	0.65	-19.00	16:52:51	82	17.29	94.82	0.2580	0.0064	0.2021	0.2550	0.0440	0.0555	0.0311	0.0393	16	16
15.00	1.15	-19.00	16:53:04	85	17.07	94.46	0.2032	0.0202	0.2454	0.2350	0.0525	0.0503	0.0371	0.0355	12	16
15.00	1.65	-19.00	16:53:18	75	15.06	94.37	0.1671	0.0147	0.1993	0.2001	0.0454	0.0456	0.0321	0.0322	16	25
15.00	2.15	-19.00	16:53:30	86	17.32	93.37	0.1488	0.0249	0.1748	0.2140	0.0372	0.0455	0.0263	0.0322	12	22
15.00	2.65	-19.00	16:53:42	82	16.12	94.76	0.1576	0.0201	0.1667	0.1538	0.0363	0.0335	0.0257	0.0237	12	16
15.00	3.15	-19.00	16:53:55	107	21.83	93.51	0.1628	0.0462	0.1835	0.1835	0.0349	0.0349	0.0247	0.0247	12	19
15.00	3.65	-19.50	16:54:08	106	21.73	88.53	0.0853	0.0251	0.2111	0.1866	0.0404	0.0357	0.0285	0.0252	12	19
15.00	3.15	-19.50	16:54:20	83	16.79	98.13	0.1016	0.0274	0.1440	0.1688	0.0312	0.0365	0.0220	0.0258	12	16
15.00	2.65	-19.50	16:54:33	104	21.06	96.73	0.1171	-0.0113	0.1829	0.2011	0.0353	0.0388	0.0250	0.0275	12	16
15.00	2.15	-19.50	16:54:45	67	14.17	91.54	0.1306	-0.0435	0.2029	0.1631	0.0490	0.0394	0.0346	0.0278	16	22
15.00	1.65	-19.50	16:54:58	85	17.11	85.59	0.2101	-0.0218	0.2231	0.2076	0.0477	0.0444	0.0337	0.0314	12	25
15.00	1.15	-19.50	16:55:11	105	21.32	94.56	0.1815	-0.0539	0.2307	0.2164	0.0443	0.0416	0.0313	0.0294	12	16
15.00	0.65	-19.50	16:55:24	103	21.28	91.92	0.3075	-0.0499	0.2434	0.2329	0.0472	0.0452	0.0334	0.0320	12	16
15.00	0.15	-19.50	16:55:37	99	19.92	87.63	0.3262	-0.0923	0.1803	0.2384	0.0357	0.0472	0.0252	0.0334	19	16
15.00	-0.35	-19.50	16:55:49	127	25.89	97.20	0.3426	-0.0219	0.1830	0.2488	0.0320	0.0434	0.0226	0.0307	19	16
15.00	-0.85	-19.50	16:56:01	108	22.29	94.72	0.3387	0.0311	0.2200	0.2595	0.0417	0.0492	0.0295	0.0348	19	16
15.00	-1.35	-19.50	16:56:15	84	17.07	94.96	0.2811	0.1067	0.2174	0.2187	0.0468	0.0470	0.0331	0.0333	16	22
15.00	-1.85	-19.50	16:56:27	111	23.09	96.12	0.2195	0.0633	0.1910	0.2489	0.0357	0.0465	0.0252	0.0329	12	22
15.00	-2.35	-19.50	16:56:41	113	23.76	91.20	0.1790	0.0308	0.2220	0.2321	0.0411	0.0430	0.0291	0.0304	12	19
15.00	-2.85	-19.50	16:56:54	95	18.93	92.96	0.1258	0.0306	0.1814	0.2182	0.0367	0.0441	0.0259	0.0312	12	22
15.00	-3.35	-19.50	16:57:06	95	19.79	86.28	0.1417	0.0443	0.1736	0.1536	0.0351	0.0311	0.0248	0.0220	16	22
15.00	-3.85	-19.50	16:57:18	84	17.12	93.63	0.0994	-0.0227	0.1763	0.2136	0.0379	0.0460	0.0268	0.0325	16	25
15.00	-4.35	-19.50	16:57:31	97	19.77	90.42	0.0831	-0.0226	0.1835	0.1709	0.0367	0.0342	0.0260	0.0242	16	32
15.00	-5.35	-20.00	16:57:46	73	15.33	90.77	0.0723	0.0650	0.1608	0.1895	0.0372	0.0438	0.0263	0.0310	22	16
15.00	-4.85	-20.00	16:57:58	92	18.50	98.29	0.0818	0.0528	0.1663	0.1674	0.0342	0.0344	0.0242	0.0243	12	19
15.00	-4.35	-20.00	16:58:11	87	17.52	87.62	0.0312	0.0376	0.1770	0.1840	0.0374	0.0389	0.0265	0.0275	16	22
15.00	-3.85	-20.00	16:58:23	68	13.73	91.67	0.0975	0.0974	0.1519	0.1550	0.0364	0.0371	0.0257	0.0262	12	16
15.00	-3.35	-20.00	16:58:36	95	19.53	94.78	0.1134	0.0916	0.1725	0.1841	0.0349	0.0372	0.0247	0.0263	16	19
15.00	-2.85	-20.00	16:58:48	96	19.40	96.26	0.0867	0.0689	0.1908	0.1639	0.0384	0.0330	0.0271	0.0233	16	19
15.00	-2.35	-20.00	16:59:00	90	18.12	96.80	0.1426	0.0898	0.2010	0.2104	0.0418	0.0437	0.0295	0.0309	16	22
15.00	-1.85	-20.00	16:59:12	98	19.67	96.90	0.2368	0.0901	0.1900	0.2409	0.0378	0.0479	0.0267	0.0339	12	16
15.00	-1.35	-20.00	16:59:25	103	20.84	97.50	0.2906	0.0991	0.1405	0.2346	0.0273	0.0455	0.0193	0.0322	16	25
15.00	-0.85	-20.00	16:59:37	101	20.95	96.70	0.2706	0.0184	0.2039	0.2468	0.0400	0.0484	0.0283	0.0342	16	22
15.00	-0.35	-20.00	16:59:49	104	21.27	94.36	0.3149	-0.0957	0.1763	0.2780	0.0341	0.0537	0.0241	0.0380	16	16
15.00	0.15	-20.00	17:00:03	108	21.83	97.91	0.2870	-0.0444	0.1888	0.2604	0.0358	0.0493	0.0253	0.0349	12	19
15.00	0.65	-20.00	17:00:14	88	17.80	88.75	0.2957	-0.0683	0.1902	0.2170	0.0400	0.0456	0.0283	0.0322	12	19
15.00	1.15	-20.00	17:00:27	101	20.70	86.67	0.2152	-0.0976	0.1966	0.2251	0.0385	0.0441	0.0272	0.0312	16	19
15.00	1.65	-20.00	17:00:39	66	13.40	96.08	0.1529	-0.0720	0.1910	0.2236	0.0464	0.0544	0.0328	0.0384	12	22
15.00	2.15	-20.00	17:00:51	62	13.64	97.71	0.1364	-0.1395	0.1831	0.1914	0.0459	0.0480	0.0325	0.0340	12	19
15.00	2.65	-20.00	17:01:03	79	16.04	95.91	0.1117	-0.0987	0.1511	0.1626	0.0335	0.0361	0.0237	0.0255	16	22
15.00	3.15	-20.00	17:01:15	87	17.53	95.06	0.1025	-0.0809	0.1834	0.1879	0.0388	0.0397	0.0274	0.0281	16	25
15.00	3.65	-20.00	17:01:28	84	16.83	92.42	0.0551	-0.1038	0.1881	0.1957	0.0405	0.0421	0.0286	0.0298	12	16
15.00	4.15	-20.00	17:01:40	115	23.15	93.64	0.0888	-0.0715	0.1864	0.1817	0.0342	0.0334	0.0242	0.0236	12	12
15.00	4.65	-20.00	17:01:53	96	19.37	81.62	0.0905	-0.0619	0.2071	0.1741	0.0416	0.0350	0.0294	0.0248	12	16
15.00	5.15	-20.00	17:02:06	70	14.47	92.54	0.1131	-0.0918	0.1661	0.1798	0.0392	0.0424	0.0277	0.0300	35	19
15.00	5.65	-20.00	17:02:20	73	16.51	80.88	0.0812	-0.0803	0.1272	0.1881	0.0294	0.0435	0.0208	0.0307	198	16
15.00	7.15	-20.50	17:02:38	120	24.22	95.18	0.0712	-0.3247	0.2033	0.2583	0.0365	0.0464	0.0258	0.0328	16	19
15.00	6.65	-20.50	17:02:50	74	15.31	95.30	0.0684	-0.2738	0.2119	0.2233	0.0486	0.0512	0.0344	0.0362	16	22
15.00	6.15	-20.50	17:03:02	85	17.27	90.79	0.1193	-0.2007	0.2008	0.2237	0.0429	0.0478	0.0304	0.0338	16	19
15.00	5.65	-20.50	17:03:15	108	21.84	85.52	0.0716	-0.2270	0.1613	0.2256	0.0306	0.0427	0.0216	0.0302	16	22
15.00	5.15	-20.50	17:03:27	82	17.10	94.12	0.0563	-0.1586	0.1761	0.1759	0.0383	0.0383	0.0271	0.0271	12	19
15.00	4.65	-20.50	17:03:39	97	20.05	94.08	0.0486	-0.1694	0.1527	0.1784	0.0306	0.0357	0.0216	0.0252	16	19
15.00	4.15	-20.50	17:03:52	86	17.56	88.88	0.0322	-0.1078	0.2011	0.1405	0.0427	0.0299	0.0302	0.0211	16	19
15.00	3.65	-20.50	17:04:03	115	23.59	96.30	0.0615	-0.1836	0.1768	0.1597	0.0325	0.0293	0.0229	0.0207	16	22
15.00	3.15	-20.50	17:04:16	100	20.37	96.04	0.0532	-0.1775	0.1657	0.1705	0.0327	0.0336	0.0231	0.0237	16	22
15.00	2.65	-20.50	17:04:30	76	15.63	97.49	0.0831	-0.2136	0.1491	0.1810	0.0338	0.0410	0.0239	0.0290	12	19
15.00	2.15	-20.50	17:04:42	73	14.96	90.53	0.1326	-0.1983	0.1439	0.1682	0.0332	0.0389	0.0235	0.0275	16	22
15.00	1.65	-20.50	17:04:55	95	19.31	98.33	0.1121	-0.1721	0.1807	0.2016	0.0365	0.0408	0.0258	0.0288	12	19
15.00	1.15	-20.50	17:05:08	110	22.27	98.26	0.1766	-0.1937	0.1479	0.1896	0.0278	0.0356	0.0196	0.0252	12	22
15.00	0.65	-20.50	17:05:20	89	18.44	95.73	0.1458	-0.1318	0.1666	0.2102	0.0348	0.0439	0.0246	0.0311	12	19
15.00	0.15	-20.50	17:05:33	116	23.27	91.14	0.2503	-0.0934	0.1577	0.2809	0.0288	0.0513	0.0204	0.0363	16	22
15.00	-0.35	-20.50	17:05:46	93	19.08	95.21	0.2471	0.0041	0.1699	0.3042	0.0347	0.0622	0.0245	0.0440	16	19
15.00	-0.85	-20.50	17:06:00	91	18.49	96.08	0.2564	0.0827	0.2083	0.3031	0.0430	0.0626	0.0304	0.0443	16	19
15.00	-1.35	-20.50	17:06:14	91	18.42	91.97	0.1823	0.1152	0.2049	0.2594	0.0423	0.0536	0.0299	0.0379	12	19
15.00	-1.85	-20.50	17:06:26	86	17.48	89.91	0.1828	0.1489	0.1799	0.2161	0.0382	0.0459	0.0270	0.0325	12	19
15.00	-2.35	-20.50	17:06:38	88	17.92	78.59	0.1328	0.1680	0.1763	0.1783	0.0370	0.0375	0.0262	0.0265	16	25
15.00	-2.85	-20.50	17:06:51	74	14.82	99.09	0.1173	0.1744	0.1484	0.1920	0.0340	0.0440	0.0241	0.0311	12	25
15.00	-3.35	-20.50	17:07:03	87	17.48	90.09	0.0998	0.1904	0.1790	0.1734	0.0378	0.0366	0.0268	0.0259	12	22
15.00	-3.85	-20.50	17:07:17	82	17.12	97.37	0.0220	0.1840	0.1982	0.1803	0.0432	0.0393	0.0305	0.0278	12	25
15.00	-4.35	-20.50	17:07:31	89	18.29	91.48	0.0783	0.1571	0.1847	0.1596	0.0386	0.0334	0.0273	0.0236	19	25
15.00	-4.85	-20.50	17:07:44	87	17.54	94.06	0.0589	0.1514	0.1689	0.1623	0.0357	0.0343	0.0252	0.0242	16	25
15.00	-5.35	-20.50	17:07:58	77	16.24	93.96	0.0361	0.1096	0.1566	0.1776	0.0352	0.0399	0.0249	0.0282	19	25
15.00	-5.85	-20.50	17:08:11	60	12.53	97.75	0.0503	0.1970	0.1463	0.2297	0.0373	0.0586	0.0264	0.0414	16	22
15.00	-6.35	-20.50	17:08:25	82	17.09	90.43	0.0546	0.1868	0.1537	0.2289	0.0335	0.0499	0.0237	0.0352	16	22
15.00	-6.85	-20.50	17:08:37	86	18.21	81.98	0.1083	0.2503	0.1943	0.2316	0.0413	0.0492	0.0292	0.0348	16	22
15.00	-6.85	-21.00	17:08:49	95	19.80	82.91	0.0273	0.3109	0.2128	0.2206	0.0430	0.0446	0.0304	0.0315	16	19
15.00	-6.35	-21.00	17:09:02	99	19.82	87.98	0.0284	0.2470	0.2086	0.2090	0.0413	0.0414	0.0292	0.0293	16	19
15.00	-5.85	-21.00	17:09:14	71	14.01	98.52	0.0194	0.2099	0.1535	0.1880	0.0360	0.0440	0.0254	0.0311	16	19
15.00	-5.35	-21.00	17:09:26	58	12.15	97.33	0.0294	0.2047	0.1888	0.1332	0.0490	0.0346	0.0347	0.0245	12	22
15.00	-4.85	-21.00	17:09:38	76	15.82	89.49	0.0421	0.2053	0.1644	0.1721	0.0372	0.0390	0.0263	0.0275	12	19
