DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t05.lda
11:27:53
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	1.65	-12.00	12:42:36	151	30.74	89.33	0.0981	0.1109	0.1976	0.1930	0.0316	0.0309	0.0224	0.0218	19	22
15.00	1.15	-12.50	12:42:50	144	30.09	93.91	0.1437	0.0751	0.1633	0.1616	0.0268	0.0265	0.0189	0.0187	19	22
15.00	0.65	-12.50	12:43:02	110	22.18	98.67	0.2613	0.0624	0.1722	0.1479	0.0323	0.0278	0.0229	0.0196	16	22
15.00	0.15	-12.50	12:43:14	176	36.23	97.27	0.2726	0.0135	0.1716	0.1472	0.0254	0.0218	0.0180	0.0154	19	22
15.00	-0.35	-12.50	12:43:26	183	36.86	97.52	0.3093	0.0112	0.2108	0.1536	0.0306	0.0223	0.0217	0.0158	16	25
15.00	-0.85	-12.50	12:43:39	182	36.44	93.59	0.2399	-0.0089	0.1909	0.1548	0.0278	0.0226	0.0197	0.0159	16	25
15.00	-1.35	-12.50	12:43:52	183	37.00	96.88	0.1886	-0.0814	0.1932	0.1659	0.0281	0.0241	0.0198	0.0170	19	22
15.00	-1.35	-13.00	12:44:04	158	32.31	85.52	0.2057	-0.0620	0.2063	0.1690	0.0323	0.0264	0.0228	0.0187	19	22
15.00	-0.85	-13.00	12:44:16	154	32.46	94.70	0.2716	-0.0357	0.2163	0.1641	0.0343	0.0260	0.0242	0.0184	16	25
15.00	-0.35	-13.00	12:44:28	167	33.88	95.77	0.3465	-0.0007	0.1933	0.1781	0.0294	0.0271	0.0208	0.0192	16	32
15.00	0.15	-13.00	12:44:42	155	31.75	97.83	0.3208	0.0214	0.2007	0.1697	0.0317	0.0268	0.0224	0.0190	16	25
15.00	0.65	-13.00	12:44:54	185	38.27	95.95	0.2599	0.0216	0.2068	0.1678	0.0299	0.0243	0.0211	0.0171	19	22
15.00	1.15	-13.00	12:45:07	139	28.24	95.16	0.2129	0.0888	0.2073	0.1377	0.0346	0.0230	0.0245	0.0163	22	19
15.00	1.15	-13.50	12:45:20	109	22.58	95.58	0.1963	0.0705	0.2272	0.1655	0.0428	0.0312	0.0303	0.0221	22	19
15.00	0.65	-13.50	12:45:33	124	24.56	73.83	0.2454	0.0479	0.2187	0.1649	0.0387	0.0291	0.0273	0.0206	19	28
15.00	0.15	-13.50	12:45:46	193	38.74	95.69	0.3104	-0.0086	0.1962	0.1739	0.0278	0.0246	0.0196	0.0174	16	25
15.00	-0.35	-13.50	12:45:59	169	34.09	91.91	0.3416	-0.0030	0.1783	0.1975	0.0270	0.0299	0.0191	0.0211	16	32
15.00	-0.85	-13.50	12:46:12	190	38.72	96.01	0.2865	-0.0405	0.2090	0.1882	0.0298	0.0268	0.0211	0.0190	16	25
15.00	-1.35	-13.50	12:46:24	162	32.89	93.28	0.2291	-0.0739	0.2357	0.1889	0.0364	0.0292	0.0257	0.0206	19	22
15.00	-1.35	-14.00	12:46:37	159	31.88	92.96	0.2815	-0.0939	0.2503	0.1913	0.0390	0.0298	0.0276	0.0211	19	19
15.00	-0.85	-14.00	12:46:49	183	37.46	85.69	0.3627	-0.0279	0.2095	0.2000	0.0304	0.0291	0.0215	0.0205	16	22
15.00	-0.35	-14.00	12:47:02	201	40.47	96.10	0.3285	-0.0197	0.1988	0.2060	0.0276	0.0286	0.0195	0.0202	19	32
15.00	0.15	-14.00	12:47:14	181	36.69	93.85	0.3505	0.0212	0.1673	0.1946	0.0244	0.0284	0.0173	0.0201	19	28
15.00	0.65	-14.00	12:47:26	152	31.50	90.11	0.3267	0.0057	0.2119	0.1716	0.0338	0.0274	0.0239	0.0194	22	25
15.00	1.15	-14.00	12:47:38	102	20.82	88.63	0.2305	0.0515	0.2486	0.1883	0.0485	0.0367	0.0343	0.0260	19	22
15.00	1.15	-14.50	12:47:51	123	24.88	90.26	0.2911	0.0604	0.2507	0.2022	0.0445	0.0359	0.0315	0.0254	28	22
15.00	0.65	-14.50	12:48:04	172	34.51	95.30	0.3181	0.0376	0.2138	0.1711	0.0320	0.0256	0.0227	0.0181	19	22
15.00	0.15	-14.50	12:48:16	165	33.35	94.06	0.3727	-0.0214	0.2268	0.1717	0.0347	0.0263	0.0245	0.0186	19	25
15.00	-0.35	-14.50	12:48:28	185	37.06	96.59	0.3558	0.0065	0.1999	0.1909	0.0289	0.0276	0.0204	0.0195	16	28
15.00	-0.85	-14.50	12:48:41	174	35.16	93.72	0.3868	-0.0306	0.1878	0.1844	0.0280	0.0275	0.0198	0.0194	22	22
15.00	-1.35	-14.50	12:48:53	234	47.24	96.75	0.3594	-0.0501	0.2466	0.1871	0.0317	0.0240	0.0224	0.0170	19	25
15.00	-1.35	-15.00	12:49:05	189	38.16	91.47	0.3822	-0.0273	0.2190	0.2062	0.0313	0.0295	0.0221	0.0208	22	25
15.00	-0.85	-15.00	12:49:17	182	36.52	97.43	0.3789	-0.0432	0.2101	0.1843	0.0306	0.0269	0.0216	0.0190	16	19
15.00	-0.35	-15.00	12:49:31	184	37.06	93.69	0.3795	-0.0093	0.1885	0.1781	0.0273	0.0258	0.0193	0.0183	19	25
15.00	0.15	-15.00	12:49:43	152	30.73	96.64	0.3816	0.0312	0.1802	0.1746	0.0287	0.0278	0.0203	0.0197	16	25
15.00	0.65	-15.00	12:49:55	180	36.09	97.57	0.3689	0.0185	0.2105	0.1963	0.0308	0.0288	0.0218	0.0203	16	22
15.00	1.15	-15.00	12:50:08	122	24.13	91.54	0.3270	0.0677	0.2214	0.1930	0.0394	0.0344	0.0279	0.0243	22	19
15.00	1.15	-15.50	12:50:20	142	28.90	96.84	0.3564	0.0556	0.2067	0.1701	0.0341	0.0281	0.0241	0.0199	22	22
15.00	0.65	-15.50	12:50:33	154	31.87	92.97	0.3769	0.0511	0.1988	0.1826	0.0315	0.0289	0.0223	0.0205	19	22
15.00	0.15	-15.50	12:50:45	166	33.43	97.77	0.3508	0.0130	0.2035	0.1835	0.0311	0.0280	0.0220	0.0198	19	28
15.00	-0.35	-15.50	12:50:58	174	35.34	94.78	0.3682	0.0211	0.1851	0.2279	0.0276	0.0340	0.0195	0.0240	19	25
15.00	-0.85	-15.50	12:51:10	157	32.35	96.94	0.3564	-0.0043	0.2135	0.2253	0.0335	0.0354	0.0237	0.0250	16	28
15.00	-1.35	-15.50	12:51:23	169	34.51	96.39	0.3905	-0.0581	0.2342	0.1974	0.0354	0.0299	0.0250	0.0211	22	22
15.00	-1.35	-16.00	12:51:36	167	33.58	93.31	0.4023	-0.0671	0.1861	0.2085	0.0283	0.0317	0.0200	0.0224	22	22
15.00	-0.85	-16.00	12:51:48	158	31.67	91.92	0.3819	-0.0398	0.2176	0.2397	0.0340	0.0375	0.0241	0.0265	22	25
15.00	-0.35	-16.00	12:52:00	179	35.63	92.34	0.3721	-0.0168	0.2155	0.2077	0.0317	0.0305	0.0224	0.0216	19	22
15.00	0.15	-16.00	12:52:13	173	35.50	98.12	0.3516	0.0129	0.2058	0.2288	0.0308	0.0342	0.0218	0.0242	16	22
15.00	0.65	-16.00	12:52:25	149	30.14	83.30	0.3351	0.0232	0.1835	0.2104	0.0296	0.0339	0.0209	0.0240	16	19
15.00	1.15	-16.00	12:52:38	132	26.80	97.74	0.3625	0.0489	0.1952	0.1628	0.0334	0.0279	0.0236	0.0197	22	25
15.00	1.65	-16.50	12:52:50	110	22.65	88.75	0.3212	0.0721	0.2194	0.1474	0.0412	0.0277	0.0291	0.0196	19	25
15.00	1.15	-16.50	12:53:02	141	28.59	93.37	0.3435	0.0531	0.1853	0.1968	0.0307	0.0326	0.0217	0.0231	25	22
15.00	0.65	-16.50	12:53:14	157	31.73	94.99	0.2982	0.0432	0.1875	0.2234	0.0294	0.0351	0.0208	0.0248	16	19
15.00	0.15	-16.50	12:53:27	179	38.42	96.70	0.3410	0.0117	0.2268	0.2128	0.0333	0.0313	0.0236	0.0221	19	19
15.00	-0.35	-16.50	12:53:39	161	32.72	95.97	0.3549	-0.0157	0.2326	0.2322	0.0360	0.0360	0.0255	0.0254	16	19
15.00	-0.85	-16.50	12:53:52	155	31.45	94.07	0.3533	-0.0286	0.2352	0.2267	0.0372	0.0358	0.0263	0.0253	19	19
15.00	-1.35	-16.50	12:54:05	161	32.53	91.75	0.3380	-0.0456	0.2040	0.2060	0.0316	0.0319	0.0223	0.0226	22	19
15.00	-1.85	-17.00	12:54:17	167	33.47	82.61	0.3250	-0.0830	0.2038	0.2205	0.0310	0.0335	0.0219	0.0237	16	32
15.00	-1.35	-17.00	12:54:29	159	31.90	94.66	0.3252	-0.0905	0.2034	0.2469	0.0317	0.0385	0.0224	0.0272	22	19
15.00	-0.85	-17.00	12:54:41	152	30.14	94.33	0.3417	-0.0369	0.2260	0.2372	0.0360	0.0378	0.0255	0.0268	16	19
15.00	-0.35	-17.00	12:54:53	146	29.54	91.74	0.3818	-0.0211	0.2164	0.2375	0.0352	0.0387	0.0249	0.0273	19	22
15.00	0.15	-17.00	12:55:05	145	29.19	96.37	0.3574	0.0433	0.2151	0.2287	0.0351	0.0374	0.0248	0.0264	22	19
15.00	0.65	-17.00	12:55:18	134	26.90	90.78	0.2920	0.0595	0.2050	0.2045	0.0348	0.0348	0.0246	0.0246	16	19
15.00	1.15	-17.00	12:55:30	145	29.18	96.06	0.3327	0.0761	0.1867	0.2133	0.0305	0.0348	0.0216	0.0246	25	22
15.00	1.65	-17.00	12:55:44	119	24.32	97.38	0.3058	0.0593	0.1800	0.1938	0.0325	0.0350	0.0230	0.0247	22	28
15.00	2.15	-17.50	12:55:56	137	27.46	94.32	0.2782	0.0253	0.2055	0.1777	0.0345	0.0299	0.0244	0.0211	19	22
15.00	1.65	-17.50	12:56:08	115	23.19	93.77	0.2515	0.0682	0.1851	0.2227	0.0340	0.0409	0.0240	0.0289	19	25
15.00	1.15	-17.50	12:56:20	133	27.09	97.34	0.2690	0.0590	0.2260	0.2297	0.0386	0.0392	0.0273	0.0277	28	19
15.00	0.65	-17.50	12:56:33	150	30.29	97.42	0.3401	0.0183	0.2103	0.2360	0.0338	0.0379	0.0239	0.0268	16	19
15.00	0.15	-17.50	12:56:46	164	33.03	96.75	0.3269	-0.0085	0.2390	0.2329	0.0367	0.0358	0.0259	0.0253	19	22
15.00	-0.35	-17.50	12:56:59	159	32.21	96.48	0.3489	-0.0030	0.2079	0.2458	0.0324	0.0383	0.0229	0.0271	19	22
15.00	-0.85	-17.50	12:57:11	162	33.23	87.72	0.3212	-0.0334	0.2096	0.2309	0.0324	0.0357	0.0229	0.0252	16	22
15.00	-1.35	-17.50	12:57:23	182	36.31	93.72	0.2912	-0.0634	0.2280	0.2163	0.0332	0.0315	0.0235	0.0223	22	22
15.00	-1.85	-17.50	12:57:36	176	35.25	90.07	0.2578	-0.0902	0.2133	0.2346	0.0316	0.0348	0.0223	0.0246	16	22
15.00	-2.35	-18.00	12:57:49	149	29.57	93.33	0.2080	-0.0774	0.2206	0.1957	0.0355	0.0315	0.0251	0.0223	19	25
15.00	-1.85	-18.00	12:58:01	146	29.86	96.48	0.2525	-0.0700	0.2163	0.2311	0.0352	0.0376	0.0249	0.0266	19	22
15.00	-1.35	-18.00	12:58:14	189	37.98	95.75	0.2896	-0.0404	0.2226	0.2206	0.0318	0.0315	0.0225	0.0223	22	22
15.00	-0.85	-18.00	12:58:26	146	30.07	93.85	0.2845	-0.0165	0.2431	0.2268	0.0396	0.0369	0.0280	0.0261	16	19
15.00	-0.35	-18.00	12:58:39	159	32.51	94.83	0.3515	-0.0089	0.2021	0.2381	0.0315	0.0371	0.0223	0.0263	19	19
15.00	0.15	-18.00	12:58:52	153	30.82	94.99	0.3539	0.0197	0.2083	0.2346	0.0331	0.0373	0.0234	0.0264	16	19
15.00	0.65	-18.00	12:59:04	158	31.00	91.71	0.3073	0.0382	0.2108	0.2374	0.0330	0.0371	0.0233	0.0263	16	19
15.00	1.15	-18.00	12:59:17	153	31.08	98.26	0.2767	0.0374	0.2079	0.2106	0.0330	0.0335	0.0234	0.0237	19	19
15.00	1.65	-18.00	12:59:30	125	25.36	97.80	0.2148	0.0705	0.1959	0.1627	0.0345	0.0286	0.0244	0.0202	16	22
15.00	2.15	-18.00	12:59:42	135	27.60	96.18	0.2325	0.0337	0.1712	0.1439	0.0290	0.0244	0.0205	0.0172	16	25
15.00	2.65	-18.00	12:59:54	110	22.14	94.01	0.1940	0.0667	0.1875	0.1741	0.0352	0.0327	0.0249	0.0231	22	28
15.00	2.65	-18.50	13:00:06	135	27.59	93.34	0.1521	0.0612	0.1568	0.1437	0.0265	0.0243	0.0188	0.0172	16	22
15.00	2.15	-18.50	13:00:19	100	19.86	91.16	0.1597	0.0707	0.1926	0.1897	0.0379	0.0374	0.0268	0.0264	19	22
15.00	1.65	-18.50	13:00:31	127	25.60	90.32	0.2066	0.0601	0.2096	0.1973	0.0366	0.0344	0.0259	0.0244	19	22
15.00	1.15	-18.50	13:00:43	163	32.82	96.42	0.2252	0.0249	0.1963	0.2148	0.0302	0.0331	0.0214	0.0234	19	22
15.00	0.65	-18.50	13:00:55	155	30.85	96.55	0.3143	0.0084	0.2127	0.2136	0.0336	0.0337	0.0238	0.0239	19	19
15.00	0.15	-18.50	13:01:08	152	30.93	97.09	0.3479	0.0189	0.2060	0.2493	0.0329	0.0398	0.0232	0.0281	19	19
15.00	-0.35	-18.50	13:01:22	118	25.19	94.19	0.4111	-0.0302	0.2134	0.2019	0.0387	0.0366	0.0273	0.0259	16	19
15.00	-0.85	-18.50	13:01:33	151	30.44	89.07	0.2945	-0.0802	0.2119	0.2547	0.0339	0.0408	0.0240	0.0288	16	19
15.00	-1.35	-18.50	13:01:46	163	34.22	93.99	0.3074	-0.0628	0.2231	0.2129	0.0344	0.0328	0.0243	0.0232	19	19
15.00	-1.85	-18.50	13:01:58	172	34.61	94.56	0.2529	-0.0518	0.2080	0.2283	0.0312	0.0342	0.0220	0.0242	16	22
15.00	-2.35	-18.50	13:02:11	139	28.06	96.82	0.1860	-0.0489	0.2205	0.2211	0.0368	0.0369	0.0260	0.0261	19	22
15.00	-2.85	-18.50	13:02:23	141	28.12	91.10	0.1882	-0.0580	0.1947	0.1710	0.0322	0.0283	0.0228	0.0200	19	22
15.00	-3.35	-19.00	13:02:35	162	32.57	96.07	0.1260	-0.0305	0.1572	0.1808	0.0243	0.0279	0.0172	0.0197	16	19
15.00	-2.85	-19.00	13:02:48	148	30.82	96.38	0.1161	-0.0276	0.2079	0.1980	0.0336	0.0320	0.0238	0.0226	19	25
15.00	-2.35	-19.00	13:03:01	117	24.16	95.76	0.1445	0.0278	0.2065	0.1969	0.0376	0.0358	0.0266	0.0253	19	19
15.00	-1.85	-19.00	13:03:13	180	36.22	94.72	0.1925	0.0163	0.2140	0.2189	0.0314	0.0321	0.0222	0.0227	16	19
15.00	-1.35	-19.00	13:03:25	149	30.97	97.32	0.2796	0.0100	0.2427	0.2328	0.0391	0.0375	0.0277	0.0265	16	19
15.00	-0.85	-19.00	13:03:37	152	30.51	93.86	0.3377	-0.0121	0.2223	0.2250	0.0355	0.0359	0.0251	0.0254	32	25
15.00	-0.35	-19.00	13:03:50	171	34.39	97.03	0.3782	-0.0086	0.2054	0.2201	0.0309	0.0331	0.0218	0.0234	16	16
15.00	0.15	-19.00	13:04:02	133	27.11	96.71	0.3977	0.0007	0.1886	0.2164	0.0322	0.0369	0.0227	0.0261	22	19
15.00	0.65	-19.00	13:04:15	139	27.95	93.13	0.3004	-0.0437	0.1910	0.2257	0.0319	0.0377	0.0225	0.0266	19	16
15.00	1.15	-19.00	13:04:27	140	28.27	89.92	0.2113	0.0064	0.2038	0.2170	0.0339	0.0361	0.0240	0.0255	16	19
15.00	1.65	-19.00	13:04:40	112	22.47	95.62	0.1929	0.0005	0.1826	0.2207	0.0340	0.0411	0.0240	0.0290	16	19
15.00	2.15	-19.00	13:04:53	110	22.66	98.63	0.1599	0.0183	0.1742	0.1908	0.0327	0.0358	0.0231	0.0253	16	22
15.00	2.65	-19.00	13:05:06	108	22.17	95.77	0.1345	0.0292	0.1585	0.1672	0.0300	0.0317	0.0212	0.0224	19	25
15.00	3.15	-19.00	13:05:18	143	29.80	97.00	0.1213	0.0477	0.1455	0.1331	0.0239	0.0219	0.0169	0.0155	16	22
15.00	3.65	-19.50	13:05:31	109	22.39	95.13	0.0841	0.0141	0.1555	0.1852	0.0293	0.0349	0.0207	0.0247	16	19
15.00	3.15	-19.50	13:05:43	134	27.69	97.45	0.0973	-0.0150	0.1548	0.1684	0.0263	0.0286	0.0186	0.0202	16	19
15.00	2.65	-19.50	13:05:56	118	24.52	97.25	0.1055	-0.0458	0.1880	0.1934	0.0341	0.0350	0.0241	0.0248	16	19
15.00	2.15	-19.50	13:06:09	106	21.38	91.42	0.1387	-0.0569	0.1550	0.1898	0.0296	0.0363	0.0210	0.0257	16	22
15.00	1.65	-19.50	13:06:21	122	24.55	96.03	0.1691	-0.0242	0.2093	0.1917	0.0373	0.0342	0.0264	0.0242	19	22
15.00	1.15	-19.50	13:06:33	159	31.92	92.09	0.1931	-0.0445	0.1991	0.2227	0.0310	0.0347	0.0220	0.0246	16	19
15.00	0.65	-19.50	13:06:46	137	27.47	91.81	0.2884	-0.0655	0.1929	0.2496	0.0324	0.0419	0.0229	0.0297	16	22
15.00	0.15	-19.50	13:06:59	140	28.36	95.46	0.3050	-0.0354	0.1976	0.2443	0.0329	0.0406	0.0232	0.0287	25	22
15.00	-0.35	-19.50	13:07:12	149	29.89	93.86	0.3396	-0.0396	0.1964	0.2205	0.0316	0.0355	0.0224	0.0251	25	19
15.00	-0.85	-19.50	13:07:24	143	29.08	93.95	0.3034	0.0149	0.2243	0.2261	0.0369	0.0372	0.0261	0.0263	19	22
15.00	-1.35	-19.50	13:07:36	136	27.72	84.36	0.2544	0.0516	0.2083	0.2046	0.0351	0.0345	0.0248	0.0244	16	19
15.00	-1.85	-19.50	13:07:49	114	23.12	89.31	0.2108	0.0502	0.2026	0.2373	0.0373	0.0438	0.0264	0.0309	16	19
15.00	-2.35	-19.50	13:08:01	140	28.14	95.64	0.1707	0.0310	0.2117	0.2170	0.0352	0.0361	0.0249	0.0255	16	19
15.00	-2.85	-19.50	13:08:13	146	29.75	97.94	0.1049	0.0133	0.1916	0.1983	0.0312	0.0323	0.0221	0.0228	16	22
15.00	-3.35	-19.50	13:08:25	148	29.79	97.50	0.0987	0.0112	0.1586	0.1667	0.0256	0.0269	0.0181	0.0191	19	19
15.00	-3.85	-19.50	13:08:38	124	25.10	94.66	0.0991	0.0107	0.1737	0.1987	0.0307	0.0351	0.0217	0.0248	16	22
15.00	-4.35	-19.50	13:08:50	135	27.41	93.79	0.0610	-0.0332	0.1799	0.1758	0.0305	0.0298	0.0215	0.0210	16	22
15.00	-5.35	-20.00	13:09:05	112	22.55	86.60	0.0672	0.0976	0.1657	0.1757	0.0308	0.0327	0.0218	0.0231	19	19
15.00	-4.85	-20.00	13:09:18	124	25.66	91.38	0.0525	0.0842	0.1850	0.1671	0.0327	0.0295	0.0231	0.0209	16	19
15.00	-4.35	-20.00	13:09:31	115	23.36	96.47	0.0485	0.0905	0.1578	0.1734	0.0290	0.0318	0.0205	0.0225	19	22
15.00	-3.85	-20.00	13:09:42	116	23.44	93.50	0.0865	0.0689	0.1585	0.1793	0.0290	0.0328	0.0205	0.0232	16	22
15.00	-3.35	-20.00	13:09:55	129	26.16	95.64	0.0880	0.1075	0.1740	0.1975	0.0301	0.0342	0.0213	0.0242	16	19
15.00	-2.85	-20.00	13:10:07	127	25.74	96.19	0.1191	0.0781	0.1616	0.2047	0.0282	0.0357	0.0200	0.0253	16	22
15.00	-2.35	-20.00	13:10:19	142	28.61	98.46	0.1394	0.1158	0.1879	0.1999	0.0310	0.0330	0.0219	0.0233	16	19
15.00	-1.85	-20.00	13:10:32	122	25.36	95.11	0.1563	0.1088	0.2089	0.2322	0.0372	0.0414	0.0263	0.0293	16	19
15.00	-1.35	-20.00	13:10:44	149	30.19	95.73	0.2022	0.0451	0.2213	0.2396	0.0357	0.0386	0.0252	0.0273	16	19
15.00	-0.85	-20.00	13:10:56	133	26.94	96.95	0.2509	0.0381	0.2209	0.2576	0.0377	0.0440	0.0267	0.0311	16	19
15.00	-0.35	-20.00	13:11:08	158	31.77	97.47	0.3048	-0.0429	0.1962	0.2669	0.0307	0.0417	0.0217	0.0295	19	22
15.00	0.15	-20.00	13:11:21	116	24.08	94.81	0.3041	-0.0567	0.1799	0.2927	0.0329	0.0535	0.0232	0.0378	19	22
15.00	0.65	-20.00	13:11:34	148	30.11	96.23	0.2639	-0.0609	0.2114	0.2728	0.0342	0.0441	0.0242	0.0312	19	22
15.00	1.15	-20.00	13:11:47	128	25.85	95.94	0.2107	-0.1035	0.1969	0.2012	0.0342	0.0350	0.0242	0.0247	16	19
15.00	1.65	-20.00	13:11:59	140	28.01	96.00	0.1454	-0.1102	0.1996	0.1871	0.0332	0.0311	0.0235	0.0220	16	19
15.00	2.15	-20.00	13:12:11	88	17.68	97.84	0.1724	-0.1134	0.1404	0.1682	0.0295	0.0353	0.0209	0.0250	16	19
15.00	2.65	-20.00	13:12:24	125	25.16	97.51	0.0859	-0.1083	0.1586	0.1865	0.0279	0.0328	0.0197	0.0232	16	22
15.00	3.15	-20.00	13:12:36	107	22.10	86.80	0.0976	-0.0730	0.1499	0.1617	0.0285	0.0308	0.0202	0.0218	16	22
15.00	3.65	-20.00	13:12:48	112	23.01	94.89	0.0852	-0.1098	0.1594	0.1512	0.0296	0.0281	0.0210	0.0199	16	22
15.00	4.15	-20.00	13:13:00	125	25.04	96.89	0.0857	-0.1000	0.1780	0.1568	0.0313	0.0276	0.0221	0.0195	22	25
15.00	4.65	-20.00	13:13:13	117	23.89	92.11	0.0843	-0.0866	0.1474	0.1575	0.0268	0.0287	0.0190	0.0203	16	19
15.00	5.15	-20.00	13:13:27	134	27.35	91.35	0.1231	-0.0613	0.1665	0.1760	0.0283	0.0299	0.0200	0.0212	22	22
15.00	5.65	-20.00	13:13:39	117	23.31	92.55	0.0787	-0.0563	0.1620	0.1708	0.0295	0.0311	0.0208	0.0220	76	22
15.00	7.15	-20.50	13:13:56	157	31.65	93.63	0.0472	-0.3213	0.2122	0.2200	0.0333	0.0345	0.0235	0.0244	19	19
15.00	6.65	-20.50	13:14:08	125	25.36	92.90	0.0608	-0.3043	0.2050	0.2286	0.0361	0.0402	0.0255	0.0284	16	22
15.00	6.15	-20.50	13:14:21	124	24.91	95.40	0.0900	-0.2648	0.1886	0.2155	0.0333	0.0381	0.0236	0.0269	22	22
15.00	5.65	-20.50	13:14:34	125	25.28	89.33	0.0726	-0.2153	0.1673	0.2372	0.0294	0.0418	0.0208	0.0295	16	19
15.00	5.15	-20.50	13:14:46	122	24.54	90.37	0.0481	-0.1624	0.1732	0.1646	0.0309	0.0293	0.0218	0.0207	19	22
15.00	4.65	-20.50	13:14:59	157	31.21	95.72	0.0766	-0.1920	0.1807	0.1543	0.0284	0.0242	0.0201	0.0171	19	22
15.00	4.15	-20.50	13:15:12	109	22.20	91.00	0.0701	-0.1901	0.1849	0.1609	0.0349	0.0303	0.0247	0.0215	16	19
15.00	3.65	-20.50	13:15:24	121	24.62	93.04	0.0674	-0.2089	0.1618	0.1601	0.0290	0.0287	0.0205	0.0203	16	22
15.00	3.15	-20.50	13:15:37	130	26.68	97.17	0.0421	-0.1974	0.1591	0.1622	0.0275	0.0280	0.0194	0.0198	16	19
15.00	2.65	-20.50	13:15:49	106	21.42	96.91	0.1153	-0.1937	0.1585	0.1648	0.0303	0.0315	0.0214	0.0223	16	22
15.00	2.15	-20.50	13:16:01	88	18.13	88.35	0.1013	-0.1690	0.1312	0.1407	0.0276	0.0296	0.0195	0.0209	16	19
15.00	1.65	-20.50	13:16:13	108	21.75	93.75	0.1129	-0.1639	0.1680	0.1690	0.0318	0.0320	0.0225	0.0226	16	19
15.00	1.15	-20.50	13:16:25	129	26.94	97.85	0.1527	-0.1493	0.1693	0.2236	0.0293	0.0387	0.0207	0.0274	19	25
15.00	0.65	-20.50	13:16:37	136	27.32	97.08	0.2174	-0.1087	0.1917	0.2564	0.0323	0.0432	0.0229	0.0306	16	22
15.00	0.15	-20.50	13:16:49	115	23.46	93.85	0.2445	-0.1110	0.1803	0.2759	0.0331	0.0507	0.0234	0.0358	19	22
15.00	-0.35	-20.50	13:17:02	142	28.97	92.53	0.2361	-0.0024	0.1836	0.2932	0.0303	0.0484	0.0214	0.0342	19	19
15.00	-0.85	-20.50	13:17:14	128	25.59	90.12	0.2405	0.0716	0.1656	0.2910	0.0288	0.0506	0.0204	0.0358	19	19
15.00	-1.35	-20.50	13:17:27	147	31.15	97.89	0.1804	0.1089	0.2007	0.2544	0.0325	0.0413	0.0230	0.0292	16	22
15.00	-1.85	-20.50	13:17:40	122	24.71	94.93	0.1676	0.1516	0.1615	0.2011	0.0288	0.0358	0.0204	0.0253	19	22
15.00	-2.35	-20.50	13:17:53	106	21.24	87.07	0.0947	0.1604	0.1593	0.1806	0.0305	0.0346	0.0216	0.0244	12	19
15.00	-2.85	-20.50	13:18:06	103	20.99	92.68	0.0794	0.1699	0.1865	0.1859	0.0362	0.0361	0.0256	0.0255	16	19
15.00	-3.35	-20.50	13:18:20	120	25.33	97.04	0.0545	0.2038	0.1815	0.1754	0.0326	0.0315	0.0231	0.0223	16	22
15.00	-3.85	-20.50	13:18:33	135	27.72	96.20	0.0733	0.2012	0.1916	0.1626	0.0324	0.0275	0.0229	0.0195	16	19
15.00	-4.35	-20.50	13:18:46	113	23.19	95.46	0.0263	0.1631	0.1871	0.1678	0.0346	0.0311	0.0245	0.0220	19	22
15.00	-4.85	-20.50	13:18:58	108	21.86	97.74	0.0863	0.1634	0.1550	0.1665	0.0294	0.0315	0.0208	0.0223	19	22
15.00	-5.35	-20.50	13:19:11	101	20.40	89.43	0.0439	0.1598	0.1645	0.1905	0.0322	0.0373	0.0228	0.0264	19	22
15.00	-5.85	-20.50	13:19:24	103	21.71	78.00	0.1060	0.1784	0.1263	0.1838	0.0245	0.0357	0.0173	0.0252	19	19
15.00	-6.35	-20.50	13:19:37	114	22.87	96.90	0.0575	0.1855	0.1993	0.2340	0.0367	0.0432	0.0260	0.0305	22	22
15.00	-6.85	-20.50	13:19:49	148	30.03	91.61	0.0719	0.2530	0.1856	0.2192	0.0300	0.0354	0.0212	0.0251	19	25
15.00	-6.85	-21.00	13:20:03	150	30.40	98.59	0.0171	0.2749	0.1923	0.2093	0.0309	0.0336	0.0218	0.0238	19	19
15.00	-6.35	-21.00	13:20:15	108	22.74	94.48	0.0195	0.2332	0.1956	0.2083	0.0371	0.0395	0.0262	0.0279	16	19
15.00	-5.85	-21.00	13:20:27	117	23.27	94.93	0.0250	0.2099	0.1748	0.1857	0.0318	0.0338	0.0225	0.0239	22	19
15.00	-5.35	-21.00	13:20:40	90	19.65	94.65	0.0240	0.2375	0.1856	0.1405	0.0386	0.0292	0.0273	0.0206	19	19
15.00	-4.85	-21.00	13:20:54	123	24.86	94.92	0.0404	0.2042	0.1721	0.1870	0.0305	0.0332	0.0216	0.0235	16	22
