737,15.00	1.65	-25.50	15:00:35	140	28.09	97.72	-0.1799	0.0554	0.1866	0.1830	0.0310	0.0304	0.0219	0.0215	12	19,,,,,,,,,,,,,,,,,,
738,15.00	1.15	-25.50	15:00:49	163	33.75	96.50	-0.1765	0.0765	0.2190	0.2243	0.0337	0.0345	0.0238	0.0244	19	22,,,,,,,,,,,,,,,,,,
739,15.00	0.65	-25.50	15:01:02	158	31.74	97.73	-0.2095	0.0199	0.2275	0.1936	0.0356	0.0303	0.0252	0.0214	12	19,,,,,,,,,,,,,,,,,,
740,15.00	0.15	-25.50	15:01:15	140	28.53	91.32	-0.2650	0.0326	0.1949	0.2166	0.0324	0.0360	0.0229	0.0255	19	19,,,,,,,,,,,,,,,,,,
741,15.00	-0.35	-25.50	15:01:28	158	32.34	94.45	-0.2464	0.0233	0.2137	0.2439	0.0334	0.0381	0.0236	0.0270	16	16,,,,,,,,,,,,,,,,,,
742,15.00	-0.85	-25.50	15:01:40	151	30.41	93.55	-0.2262	-0.0030	0.2170	0.2099	0.0347	0.0336	0.0246	0.0237	16	16,,,,,,,,,,,,,,,,,,
743,15.00	-1.35	-25.50	15:01:53	151	30.83	92.86	-0.2104	-0.0425	0.2193	0.1690	0.0351	0.0270	0.0248	0.0191	19	22,,,,,,,,,,,,,,,,,,
744,15.00	-1.85	-25.50	15:02:06	164	33.38	96.36	-0.2233	-0.0685	0.2009	0.2041	0.0308	0.0313	0.0218	0.0222	12	19,,,,,,,,,,,,,,,,,,
745,15.00	-1.85	-26.00	15:02:19	149	30.12	91.53	-0.2268	-0.0786	0.2124	0.2030	0.0342	0.0327	0.0242	0.0231	12	22,,,,,,,,,,,,,,,,,,
746,15.00	-1.35	-26.00	15:02:33	136	27.42	94.26	-0.2572	-0.0330	0.2087	0.2002	0.0352	0.0338	0.0249	0.0239	19	19,,,,,,,,,,,,,,,,,,
747,15.00	-0.85	-26.00	15:02:46	170	34.29	96.32	-0.2312	0.0034	0.2158	0.2124	0.0325	0.0320	0.0230	0.0226	16	19,,,,,,,,,,,,,,,,,,
748,15.00	-0.35	-26.00	15:03:00	171	35.26	92.20	-0.2284	0.0154	0.1783	0.2145	0.0268	0.0322	0.0190	0.0228	16	22,,,,,,,,,,,,,,,,,,
749,15.00	0.15	-26.00	15:03:13	151	30.46	95.82	-0.2416	0.0736	0.2246	0.2355	0.0359	0.0377	0.0254	0.0266	19	16,,,,,,,,,,,,,,,,,,
750,15.00	0.65	-26.00	15:03:26	147	30.23	96.51	-0.1996	0.0434	0.2168	0.1891	0.0352	0.0307	0.0249	0.0217	12	19,,,,,,,,,,,,,,,,,,
751,15.00	1.15	-26.00	15:03:38	152	30.95	89.56	-0.1869	0.0640	0.1789	0.1942	0.0285	0.0310	0.0202	0.0219	19	22,,,,,,,,,,,,,,,,,,
752,15.00	1.65	-26.00	15:03:51	159	33.12	98.11	-0.1932	0.0587	0.2265	0.2046	0.0353	0.0319	0.0250	0.0226	12	28,,,,,,,,,,,,,,,,,,
753,15.00	1.65	-26.50	15:04:03	163	32.92	93.09	-0.1805	0.0366	0.2455	0.1983	0.0378	0.0305	0.0267	0.0216	16	25,,,,,,,,,,,,,,,,,,
754,15.00	1.15	-26.50	15:04:16	139	27.86	96.06	-0.2059	0.0509	0.1803	0.1876	0.0301	0.0313	0.0213	0.0221	25	19,,,,,,,,,,,,,,,,,,
755,15.00	0.65	-26.50	15:04:30	126	25.29	96.12	-0.2443	0.0285	0.2112	0.1861	0.0370	0.0326	0.0262	0.0231	12	22,,,,,,,,,,,,,,,,,,
756,15.00	0.15	-26.50	15:04:43	138	29.06	93.09	-0.2547	0.0379	0.2059	0.2238	0.0345	0.0375	0.0244	0.0265	16	19,,,,,,,,,,,,,,,,,,
757,15.00	-0.35	-26.50	15:04:56	153	30.66	88.01	-0.2537	0.0195	0.1940	0.1975	0.0308	0.0314	0.0218	0.0222	16	19,,,,,,,,,,,,,,,,,,
758,15.00	-0.85	-26.50	15:05:08	159	32.46	93.80	-0.2528	-0.0004	0.2119	0.1908	0.0330	0.0297	0.0234	0.0210	12	19,,,,,,,,,,,,,,,,,,
759,15.00	-1.35	-26.50	15:05:20	145	29.10	92.75	-0.2670	0.0055	0.1714	0.1664	0.0280	0.0272	0.0198	0.0192	19	22,,,,,,,,,,,,,,,,,,
760,15.00	-1.35	-27.00	15:05:33	168	34.05	92.37	-0.2578	-0.0030	0.2173	0.1973	0.0330	0.0299	0.0233	0.0212	22	25,,,,,,,,,,,,,,,,,,
761,15.00	-0.85	-27.00	15:05:45	134	27.31	91.12	-0.2829	0.0329	0.2188	0.2185	0.0372	0.0371	0.0263	0.0263	12	22,,,,,,,,,,,,,,,,,,
762,15.00	-0.35	-27.00	15:05:59	160	32.18	95.74	-0.2494	0.0426	0.1935	0.2132	0.0301	0.0331	0.0213	0.0234	19	22,,,,,,,,,,,,,,,,,,
763,15.00	0.15	-27.00	15:06:13	134	26.89	96.80	-0.2508	0.0649	0.1670	0.2137	0.0284	0.0363	0.0201	0.0257	16	25,,,,,,,,,,,,,,,,,,
764,15.00	0.65	-27.00	15:06:25	142	28.69	92.45	-0.2229	0.0584	0.1929	0.1862	0.0318	0.0307	0.0225	0.0217	16	22,,,,,,,,,,,,,,,,,,
765,15.00	1.15	-27.00	15:06:38	159	32.13	94.35	-0.2715	0.0548	0.2146	0.1941	0.0335	0.0303	0.0237	0.0214	16	22,,,,,,,,,,,,,,,,,,
766,15.00	1.15	-27.50	15:06:51	169	34.26	86.32	-0.2285	0.0591	0.1999	0.2223	0.0302	0.0336	0.0214	0.0238	22	19,,,,,,,,,,,,,,,,,,
767,15.00	0.65	-27.50	15:07:03	158	31.76	95.13	-0.2673	0.0606	0.1784	0.1925	0.0279	0.0301	0.0197	0.0213	22	28,,,,,,,,,,,,,,,,,,
768,15.00	0.15	-27.50	15:07:16	141	29.16	85.32	-0.2628	0.0693	0.1720	0.1667	0.0285	0.0276	0.0202	0.0195	12	28,,,,,,,,,,,,,,,,,,
769,15.00	-0.35	-27.50	15:07:30	140	28.52	96.83	-0.2682	0.0375	0.1941	0.1913	0.0323	0.0318	0.0228	0.0225	12	25,,,,,,,,,,,,,,,,,,
770,15.00	-0.85	-27.50	15:07:44	133	26.62	91.40	-0.2450	0.0029	0.2246	0.1809	0.0383	0.0309	0.0271	0.0218	12	25,,,,,,,,,,,,,,,,,,
771,15.00	-1.35	-27.50	15:07:57	144	28.95	93.52	-0.2798	-0.0050	0.2600	0.2156	0.0426	0.0353	0.0301	0.0250	16	22,,,,,,,,,,,,,,,,,,
772,15.00	-0.85	-28.00	15:08:11	137	28.51	80.63	-0.2549	-0.0039	0.2573	0.2358	0.0432	0.0396	0.0306	0.0280	12	22,,,,,,,,,,,,,,,,,,
773,15.00	-0.35	-28.00	15:08:23	154	31.51	95.46	-0.2533	0.0463	0.2335	0.1918	0.0370	0.0304	0.0262	0.0215	12	22,,,,,,,,,,,,,,,,,,
774,15.00	0.15	-28.00	15:08:35	139	28.35	97.17	-0.2624	0.0350	0.2163	0.1836	0.0361	0.0306	0.0255	0.0217	12	25,,,,,,,,,,,,,,,,,,
775,15.00	0.65	-28.00	15:08:47	151	31.16	96.65	-0.2328	0.0955	0.1648	0.1967	0.0264	0.0315	0.0186	0.0223	12	19,,,,,,,,,,,,,,,,,,
776,15.00	1.15	-28.00	15:09:00	184	37.11	85.62	-0.1867	0.0926	0.2225	0.2104	0.0322	0.0305	0.0228	0.0216	19	25,,,,,,,,,,,,,,,,,,
777,15.00	1.15	-28.50	15:09:13	133	27.72	93.24	-0.2269	0.0936	0.2173	0.2067	0.0371	0.0353	0.0262	0.0249	19	25,,,,,,,,,,,,,,,,,,
778,15.00	0.65	-28.50	15:09:25	129	26.05	95.45	-0.2456	0.0904	0.1995	0.2151	0.0346	0.0373	0.0244	0.0264	19	22,,,,,,,,,,,,,,,,,,
779,15.00	0.15	-28.50	15:09:38	159	31.93	86.42	-0.2300	0.0836	0.1928	0.2182	0.0301	0.0340	0.0213	0.0241	12	28,,,,,,,,,,,,,,,,,,
780,15.00	-0.35	-28.50	15:09:51	138	27.90	95.37	-0.1761	0.0473	0.2243	0.2120	0.0376	0.0355	0.0266	0.0251	16	25,,,,,,,,,,,,,,,,,,
781,15.00	-0.85	-28.50	15:10:04	157	31.51	97.33	-0.1956	0.0063	0.2856	0.2097	0.0448	0.0329	0.0317	0.0233	12	22,,,,,,,,,,,,,,,,,,
