1	25.342	81.9	-0.3507	-0.2640
2	25.973	64.9	-0.4592	-0.0848
3	32.455	88.7	-0.3413	-0.0870
4	63.496	29.0	-0.2362	-0.1622
5	63.540	30.7	-0.2241	-0.1731
6	67.886	88.7	-0.0581	0.1494
7	112.648	10.2	-0.0882	0.1599
8	112.662	11.9	-0.0800	0.1213
9	132.036	52.9	-0.4341	0.0187
10	135.101	44.4	-0.3505	0.1675
11	151.144	39.3	-0.2933	0.0459
12	155.878	41.0	-0.5144	-0.2488
13	169.576	76.8	-0.4034	-0.0329
14	184.516	100.7	-0.1796	-0.3113
15	215.908	18.8	-0.6415	0.1011
16	228.964	30.7	-0.2891	0.0411
17	229.043	37.5	-0.2683	0.0469
18	232.869	64.9	-0.3970	-0.1397
19	263.128	39.3	-0.3412	-0.0145
20	263.180	47.8	-0.3243	-0.0094
21	279.946	18.8	-0.4357	0.0373
22	291.640	59.7	-0.1923	-0.2493
23	328.077	46.1	-0.2281	-0.1846
24	351.827	6.8	-0.4698	0.1013
25	375.717	138.2	-0.2237	-0.0682
26	379.554	104.1	-0.4807	-0.0147
27	385.305	32.4	-0.3700	-0.1334
28	385.329	10.2	-0.3634	-0.1096
29	391.207	44.4	-0.5737	-0.2520
30	392.647	58.0	-0.2714	-0.0721
31	458.422	49.5	-0.3787	0.0451
32	464.215	25.6	-0.7720	0.2230
33	483.735	11.9	-0.1815	-0.3060
34	483.753	15.4	-0.1795	-0.2631
35	483.773	38.4	-0.1815	-0.2404
36	542.684	93.9	-0.1919	0.0215
37	549.985	99.0	-0.2933	-0.0572
38	575.424	30.7	-0.4569	0.0816
39	676.459	39.3	-0.4197	0.2646
40	690.669	59.7	-0.3292	-0.2787
41	709.374	13.7	-0.5456	-0.1609
42	715.054	27.3	-0.1631	-0.0879
43	751.569	46.1	-0.5814	0.1064
44	752.290	23.9	-0.1596	-0.1723
45	752.314	17.1	-0.1581	-0.1631
46	770.401	41.0	-0.3955	0.1048
47	813.945	29.0	-0.5024	0.0385
48	869.879	13.7	-0.3254	0.0101
49	873.279	31.6	-0.4833	-0.2838
50	928.851	82.8	-0.5226	0.0339
51	929.933	37.5	-0.3151	0.0097
52	939.579	23.0	-0.5278	-0.1843
53	952.983	41.8	-0.2097	0.0248
54	965.104	32.4	-0.5288	0.1155
55	985.622	34.1	-0.5002	-0.1912
56	989.015	63.1	-0.3831	0.0860
57	1045.099	71.7	-0.5079	0.0511
58	1107.099	19.6	-0.3384	-0.3266
59	1107.123	14.5	-0.3695	-0.2714
60	1119.445	81.9	-0.2016	-0.0258
61	1127.282	58.0	-0.1601	0.0794
62	1127.333	35.0	-0.1443	0.1002
63	1144.840	64.0	-0.1810	-0.1051
64	1161.388	78.5	-0.2744	0.2047
65	1161.443	26.5	-0.2558	0.2087
66	1184.158	70.8	-0.3884	0.0095
67	1223.115	59.7	-0.1117	0.0726
68	1236.157	44.4	-0.5214	-0.0901
69	1255.982	16.2	-0.3945	0.0768
70	1256.006	23.9	-0.3845	0.0611
71	1256.029	18.8	-0.3540	0.0602
72	1267.625	46.9	-0.5444	0.3064
73	1274.557	17.9	-0.1279	0.0131
74	1281.950	68.3	-0.4073	0.0316
75	1283.613	111.8	-0.2591	0.1109
76	1291.927	70.0	-0.4286	-0.2028
77	1299.935	37.5	-0.5091	0.0421
78	1347.602	56.3	-0.4425	0.0556
79	1362.133	44.4	-0.4964	-0.2810
80	1363.362	27.3	-0.4948	-0.1407
81	1379.254	53.8	-0.4579	-0.0216
82	1383.760	11.9	-0.4878	-0.0690
83	1407.011	89.6	-0.4013	-0.0786
84	1476.599	38.4	-0.3407	0.0517
85	1495.072	54.6	-0.5626	-0.1517
86	1517.132	36.7	-0.4840	0.0918
87	1519.034	53.8	-0.4805	-0.0674
88	1519.399	45.2	-0.5104	0.0333
89	1538.073	54.6	-0.2285	0.3048
90	1557.768	31.6	-0.5836	0.1897
91	1566.301	51.2	-0.4406	-0.3043
92	1566.342	25.6	-0.4110	-0.2958
93	1568.646	41.0	-0.3880	0.2666
94	1586.604	90.5	-0.3142	-0.0958
95	1592.028	42.7	-0.3446	-0.1696
96	1605.149	103.3	-0.2110	-0.0138
97	1609.750	35.0	-0.3366	0.0074
98	1609.808	34.1	-0.3207	-0.0092
99	1625.188	80.2	-0.4077	-0.0131
100	1630.680	51.2	-0.2140	-0.2881
101	1674.412	64.9	-0.5105	0.0119
102	1686.874	46.9	-0.3693	0.1419
103	1711.215	75.1	-0.3684	0.1330
104	1716.652	22.2	-0.5995	-0.2485
105	1722.055	28.2	-0.5943	0.0534
106	1780.765	49.5	-0.2815	-0.0674
107	1794.537	68.3	-0.4009	0.2239
108	1800.541	64.9	-0.5113	-0.3855
109	1815.758	41.0	-0.6469	-0.1470
110	1829.510	23.0	-0.3454	-0.0398
111	1835.364	70.8	-0.5434	-0.1796
112	1837.719	28.2	-0.2760	0.3282
113	1849.748	127.1	-0.1994	-0.0965
114	1849.823	13.7	-0.1834	-0.1004
115	1876.748	60.6	-0.2581	-0.1054
116	1901.617	35.0	-0.5332	0.0133
117	1912.383	46.9	-0.2918	-0.1542
118	1942.550	14.5	-0.4280	-0.2959
119	1946.697	103.3	-0.2501	0.0737
120	1964.074	105.0	-0.3275	0.0646
121	1982.435	81.9	-0.3323	0.2270
122	1995.043	36.7	-0.3586	-0.0145
123	2051.278	53.8	-0.2057	0.0536
124	2069.314	67.4	-0.1504	-0.3918
125	2070.536	97.3	-0.3612	-0.1365
126	2082.206	34.1	-0.4865	-0.3021
127	2090.081	21.3	-0.5119	-0.0895
128	2090.118	37.5	-0.5014	-0.1578
129	2098.884	63.1	-0.3079	0.2461
130	2127.621	46.9	-0.0248	-0.1347
131	2142.540	41.0	-0.4733	0.1131
132	2201.325	51.2	-0.3568	0.0900
133	2206.312	63.1	-0.1791	0.2860
134	2206.353	12.8	-0.1792	0.2643
135	2242.961	58.9	-0.1288	-0.0367
136	2243.008	34.1	-0.1293	-0.0346
137	2268.673	49.5	-0.2660	-0.2468
138	2295.362	20.5	-0.4899	-0.1096
139	2317.504	30.7	-0.1386	-0.1968
140	2386.764	75.1	-0.4200	0.2491
141	2397.407	19.6	-0.6209	0.1182
142	2402.415	34.1	-0.3913	-0.0119
143	2405.135	71.7	-0.3573	-0.0564
144	2408.593	51.2	-0.5128	0.1728
145	2413.542	47.8	-0.6024	0.1614
146	2421.751	55.5	-0.1016	-0.3855
147	2425.885	41.8	-0.2499	-0.2172
148	2438.640	14.5	-0.2984	0.0275
149	2446.720	64.0	-0.5523	-0.0453
150	2446.764	19.6	-0.5052	-0.0368
151	2459.489	46.9	-0.4196	0.1215
152	2466.415	56.3	-0.2389	-0.1341
153	2470.237	65.7	-0.4307	-0.0806
154	2508.228	29.9	-0.3383	-0.0513
155	2509.836	34.1	-0.5430	0.0011
156	2510.515	23.0	-0.4012	-0.0596
157	2573.921	10.2	-0.4806	-0.0089
158	2586.069	38.4	-0.3146	0.1707
159	2614.826	39.3	-0.2898	-0.0246
160	2632.948	64.0	-0.2932	0.0672
