1	43.668	25.6	0.3617	-0.1642
2	159.339	30.7	0.3407	0.0602
3	181.894	75.1	0.1601	-0.1215
4	234.108	18.8	0.4044	0.2688
5	250.199	9.4	0.4255	0.0233
6	260.937	32.4	0.5393	-0.4658
7	411.588	23.9	0.1810	0.0667
8	420.551	75.1	0.3261	0.0638
9	490.023	39.3	0.4683	-0.3691
10	517.743	6.8	0.4709	-0.0518
11	582.630	18.8	0.4810	0.1347
12	582.657	23.9	0.4780	-0.0026
13	656.235	76.8	0.2584	0.1288
14	691.181	27.3	0.3300	-0.0003
15	699.492	29.0	0.3500	-0.0417
16	710.756	44.4	0.3549	-0.4856
17	728.523	56.3	0.4356	-0.0237
18	799.564	46.1	0.3619	0.2364
19	804.623	27.3	0.6489	-0.0176
20	804.657	35.8	0.6351	-0.0321
21	809.596	57.2	0.3409	-0.2873
22	811.071	7.7	0.2574	0.0797
23	823.106	46.9	0.6382	-0.0512
24	871.978	25.6	0.3112	-0.0871
25	932.067	7.7	0.3702	-0.0360
26	951.516	44.4	0.5047	0.0258
27	958.581	50.3	0.1096	0.2434
28	975.208	35.0	0.4337	-0.1943
29	1034.859	17.9	0.3981	0.2774
30	1079.410	132.3	0.1862	-0.1380
31	1084.970	12.8	0.3656	0.1903
32	1117.854	41.8	0.0918	0.0339
33	1128.367	55.5	0.0354	0.0917
34	1192.756	92.2	0.5319	-0.1696
35	1306.011	17.9	0.4330	-0.1133
36	1306.048	31.6	0.4192	-0.0640
37	1372.854	20.5	0.5777	0.0183
38	1384.432	29.0	0.2823	0.0166
39	1400.659	35.0	0.2848	0.2278
40	1419.450	104.1	0.2323	-0.1647
41	1441.889	41.8	0.3418	0.1986
42	1600.814	98.1	0.2476	-0.1280
43	1621.171	87.9	0.3460	0.1988
44	1643.992	65.7	0.2216	0.1102
45	1722.025	29.9	0.3743	0.0970
46	1770.337	36.7	0.3633	-0.1032
47	1773.737	45.2	0.3125	0.0221
48	1800.582	51.2	0.0904	0.0088
49	1843.355	84.5	0.2491	-0.0587
50	1853.612	113.5	0.1667	0.1007
51	1860.992	109.2	0.2140	-0.1657
52	1895.893	46.9	0.1410	0.0658
53	1922.892	51.2	0.5336	-0.0050
54	1956.142	41.0	0.1447	0.0286
55	1966.385	19.6	0.4848	-0.1686
56	1980.165	29.9	0.3319	-0.0398
57	1985.739	33.3	0.4796	0.1691
58	2020.241	28.2	0.2385	0.0025
59	2032.802	13.7	0.2634	-0.2130
60	2032.887	70.0	0.2749	-0.1755
61	2063.877	87.9	0.4280	0.1069
62	2063.945	24.7	0.4309	-0.0825
63	2107.380	26.5	0.2683	0.1757
64	2174.902	64.0	-0.0801	-0.0531
65	2274.302	57.2	0.5557	-0.0170
66	2274.363	58.9	0.3338	-0.0149
67	2322.007	67.4	0.0598	0.0449
68	2405.271	57.2	0.3463	0.0261
69	2413.989	73.4	0.3715	-0.0579
70	2431.500	31.6	0.7025	-0.2105
71	2559.971	23.9	0.6101	0.1279
72	2607.098	23.0	0.4573	0.1356
73	2738.863	32.4	0.5186	0.0479
74	2770.119	123.7	0.3084	-0.0242
75	2787.247	38.4	0.1333	-0.1180
76	2787.278	20.5	0.1301	-0.1090
77	2881.032	16.2	0.4668	-0.1688
78	2882.612	17.9	0.1662	-0.3493
79	2937.185	76.8	0.2068	-0.4070
80	2966.137	32.4	0.3540	-0.1744
81	3015.258	42.7	0.3474	0.1364
82	3055.057	47.8	0.1376	0.1154
83	3067.328	27.3	0.3895	0.2209
84	3068.694	31.6	0.3720	-0.1404
85	3137.489	23.0	0.1027	0.1787
86	3137.537	41.0	0.1269	0.1677
87	3203.357	51.2	0.2948	0.0546
88	3265.175	33.3	0.1677	0.0777
89	3272.442	35.0	0.5499	-0.1657
90	3275.153	47.8	0.4526	0.0846
91	3304.221	35.8	0.4277	-0.0506
92	3309.825	32.4	0.4760	-0.0418
93	3331.599	14.5	0.2507	0.1719
94	3331.650	11.1	0.2314	0.2015
95	3435.112	14.5	0.4901	0.1051
96	3443.010	84.5	0.1774	-0.0601
97	3486.455	26.5	0.3869	0.3797
98	3494.695	127.1	0.2087	0.0304
99	3584.285	34.1	0.1939	-0.2697
100	3767.567	70.8	0.2364	0.2274
101	3793.075	30.7	0.4689	0.0204
102	3833.666	41.8	0.4420	-0.1245
103	3999.482	32.4	0.5634	-0.1105
104	4049.904	46.9	0.4697	-0.1288
105	4063.349	58.9	0.2801	0.0678
106	4066.449	61.4	0.3338	0.1952
107	4085.717	66.6	0.5537	-0.0272
108	4093.796	42.7	0.3533	-0.2483
109	4139.262	41.8	0.1052	0.2206
110	4152.792	11.9	0.1275	0.1154
111	4152.867	21.3	0.1297	0.1845
112	4276.341	11.9	0.5798	-0.1367
