1	9.282	59.7	-0.4122	-0.2300
2	9.937	85.3	-0.2057	-0.1082
3	18.201	42.7	-0.3234	0.2892
4	24.437	71.7	-0.5850	0.0108
5	27.195	29.0	-0.3302	-0.1746
6	45.719	95.6	-0.2228	-0.0310
7	75.337	30.7	-0.3671	-0.2750
8	84.782	17.1	-0.2477	-0.1008
9	84.836	52.9	-0.2381	-0.1172
10	86.389	17.1	-0.5204	-0.0594
11	93.643	29.0	-0.4127	-0.3633
12	139.258	78.5	-0.2373	-0.2212
13	156.796	85.3	-0.2896	0.0801
14	220.441	58.0	-0.3740	0.2431
15	228.561	30.7	-0.4813	0.1992
16	260.770	76.8	-0.2008	0.0935
17	269.173	13.7	-0.4163	-0.2574
18	269.207	42.7	-0.4048	-0.2440
19	273.631	34.1	-0.0854	-0.1367
20	273.679	35.8	-0.0828	-0.1303
21	325.951	32.4	-0.4638	-0.3036
22	343.642	71.7	-0.4430	-0.0646
23	349.807	51.2	-0.6254	-0.0407
24	356.678	42.7	-0.3752	0.2535
25	399.873	99.0	-0.2591	0.2611
26	460.822	39.3	-0.4492	-0.1749
27	482.336	30.7	-0.5916	-0.0552
28	504.004	27.3	-0.3908	0.0350
29	543.575	23.9	-0.4034	0.0131
30	550.101	58.0	-0.4039	0.0924
31	578.356	35.8	-0.2533	-0.1387
32	580.964	61.4	-0.3143	0.3484
33	588.812	46.1	-0.5172	-0.1528
34	609.558	20.5	-0.0812	0.1257
35	609.602	23.9	-0.0692	0.1308
36	666.926	29.0	-0.5450	0.0138
37	676.002	56.3	-0.4915	-0.0330
38	676.790	32.4	-0.7887	0.2353
39	729.431	27.3	-0.3369	0.3005
40	733.148	30.7	-0.0640	0.0624
41	733.213	90.5	-0.0608	0.0814
42	735.940	27.3	-0.2888	0.0366
43	735.960	10.2	-0.2777	0.0185
44	743.121	25.6	-0.4811	0.2922
45	758.028	16.2	-0.3357	-0.0536
46	851.826	12.8	-0.5913	-0.0369
47	874.245	46.1	-0.0649	-0.1784
