1	47.232	13.7	0.1462	0.1445
2	47.279	29.0	0.1525	0.1398
3	66.814	75.1	0.0662	-0.2588
4	139.624	47.8	0.0869	-0.0611
5	139.675	34.1	0.0943	-0.0599
6	187.567	100.7	0.0782	-0.0706
7	193.834	78.5	0.0646	-0.0915
8	387.712	54.6	-0.0764	-0.3515
9	442.349	75.1	0.0652	-0.1526
10	479.687	33.3	0.1563	-0.0671
11	517.497	17.9	0.1153	-0.2257
12	517.514	7.7	0.1607	-0.2301
13	630.546	149.3	0.1091	0.0942
14	665.683	36.7	0.1340	-0.1311
15	692.399	75.9	0.0902	0.1413
16	733.704	20.5	-0.0610	-0.1960
17	750.624	83.6	0.2108	-0.2257
18	761.250	19.6	0.1283	-0.3054
19	779.699	48.6	0.4463	-0.0095
20	782.692	56.3	0.3678	-0.2871
21	808.794	41.8	0.0422	0.1951
22	861.291	57.2	0.2386	0.1308
23	890.260	35.0	0.2016	0.2081
24	892.817	44.4	0.1016	0.2435
25	903.889	98.1	-0.0872	-0.0053
26	903.951	10.2	-0.0876	-0.0329
27	930.165	46.9	0.3280	0.3410
28	1006.986	24.7	0.0632	-0.2301
29	1015.294	51.2	0.0060	-0.2941
30	1102.590	29.9	0.3680	-0.1232
31	1108.205	75.9	-0.1324	0.2198
32	1160.886	58.0	0.2170	-0.3117
33	1169.908	100.7	0.1891	0.0194
34	1251.428	41.8	0.1873	0.3585
35	1335.761	58.0	0.0508	-0.3067
36	1348.261	37.5	0.1796	-0.4925
37	1408.960	70.8	0.0652	0.1363
38	1417.361	101.5	0.2169	-0.1053
39	1480.838	29.9	0.1897	0.0176
40	1485.225	58.9	-0.0626	-0.1860
41	1553.382	70.0	0.0349	0.3725
42	1562.270	89.6	0.2004	-0.2838
43	1623.850	24.7	0.1807	-0.2788
44	1654.891	52.1	0.1865	-0.2099
45	1691.974	46.9	0.1863	0.1610
46	1742.313	77.7	-0.1224	-0.0230
47	1746.464	60.6	0.2283	-0.0740
48	1781.140	110.1	0.0815	-0.0733
49	1826.991	90.5	0.0844	0.3053
50	1828.135	17.9	0.0372	0.2298
51	1836.730	23.9	0.3552	-0.1547
52	1882.857	40.1	0.0627	-0.0690
53	1882.898	13.7	0.0663	-0.0793
54	1882.922	21.3	0.0596	-0.0297
55	1912.560	52.9	0.1832	-0.1028
56	1960.746	73.4	0.2092	-0.2357
57	1973.826	86.2	0.0993	-0.1090
58	2034.170	44.4	0.0005	-0.1584
59	2050.722	17.9	0.3137	0.2076
60	2083.145	89.6	0.1847	-0.3222
61	2142.332	110.1	0.0168	0.3071
62	2164.556	64.0	0.1674	0.0471
63	2214.521	94.7	0.0490	0.2836
64	2231.714	10.2	0.1816	0.0696
65	2256.525	108.4	0.3065	0.1668
66	2335.363	27.3	0.1546	0.1631
67	2338.773	98.1	0.0953	0.0152
68	2339.514	50.3	0.0088	-0.0840
69	2368.029	88.7	0.0608	0.3272
70	2369.947	24.7	0.0899	-0.0073
71	2396.660	35.8	-0.0010	-0.0547
72	2396.718	40.1	0.0014	-0.0425
73	2408.883	26.5	0.2332	-0.2721
74	2417.112	91.3	0.0990	-0.0634
75	2426.659	22.2	0.1015	0.3138
76	2439.217	42.7	0.2308	-0.2972
77	2517.819	45.2	0.0714	-0.2317
78	2520.680	12.8	0.1584	0.3459
79	2520.714	11.9	0.1194	0.3094
80	2530.715	11.9	0.0528	0.0099
81	2565.538	36.7	0.2009	0.2280
82	2621.421	22.2	0.1621	-0.2314
83	2662.504	42.7	0.1116	-0.0771
84	2685.527	17.9	0.2223	0.0725
85	2697.033	40.1	0.2678	0.0873
86	2757.155	65.7	0.2264	-0.1039
87	2759.555	118.6	0.1722	0.0686
88	2818.377	101.5	0.1519	0.2316
89	2840.833	28.2	0.1745	-0.3105
90	2874.513	77.7	0.1704	0.2234
91	2957.982	52.1	0.1779	-0.2365
92	2991.484	47.8	0.2399	-0.0463
93	3040.793	4.3	0.0230	0.1975
94	3043.281	41.0	0.0929	-0.1600
95	3059.481	62.3	-0.0125	0.1116
96	3185.754	130.6	0.1233	-0.0923
97	3210.903	99.8	0.1925	-0.1411
98	3226.646	21.3	0.0625	-0.2135
99	3230.489	94.7	-0.0233	0.1581
100	3272.545	10.2	0.2818	-0.1735
101	3278.443	49.5	0.1439	0.0050
102	3278.491	23.0	0.1416	-0.0284
103	3285.952	64.0	-0.0971	-0.2484
104	3318.796	29.0	0.0994	0.0445
105	3318.888	147.6	0.0417	0.0852
106	3318.997	17.9	-0.0076	0.0686
107	3358.544	43.5	0.1407	-0.5179
108	3367.282	43.5	0.0305	-0.2032
109	3420.742	31.6	0.2657	0.3553
110	3428.049	32.4	0.1164	-0.3019
111	3428.101	57.2	0.1017	-0.2844
112	3440.648	59.7	0.0263	0.2984
113	3494.319	56.3	0.1421	0.0278
114	3494.398	48.6	0.1416	0.0284
115	3513.915	59.7	-0.0196	-0.3820
116	3528.159	152.7	0.1427	-0.1095
117	3536.355	18.8	0.0730	0.3168
118	3536.399	51.2	0.0856	0.2992
119	3553.193	134.8	0.1512	0.0916
120	3553.274	21.3	0.1743	0.0935
121	3652.346	38.4	0.0915	0.0892
122	3659.276	25.6	0.2194	0.4075
123	3706.755	12.8	0.2429	0.1357
124	3707.888	65.7	0.1272	-0.0113
125	3779.162	45.2	-0.0159	-0.0375
126	3858.611	64.0	0.1269	0.1725
127	3901.537	88.7	0.1540	-0.0946
128	3959.663	17.1	0.1552	-0.1337
129	3959.693	19.6	0.1748	-0.1337
130	3959.724	24.7	0.1693	-0.1270
131	3959.748	16.2	0.1521	-0.1330
132	3962.250	65.7	0.0628	0.2435
133	3964.957	46.1	0.2964	-0.3435
134	3966.455	46.9	-0.0465	0.1755
135	3966.486	29.0	-0.0437	0.1755
136	3992.461	27.3	0.0924	0.2015
137	4156.315	24.7	0.1608	0.1653
138	4156.359	34.1	0.1672	0.1791
139	4348.352	60.6	0.1288	0.3088
140	4569.475	64.0	0.0353	-0.1066
141	4600.570	43.5	0.1044	0.3006
142	4704.674	23.9	0.1382	0.0607
143	4707.012	33.3	0.1351	-0.1169
144	4739.073	102.4	0.0354	-0.1360
145	4782.979	35.0	0.0089	-0.2601
146	4801.189	13.7	0.3098	0.0842
147	4808.415	39.3	0.3319	-0.0277
148	4837.725	31.6	0.1994	0.1546
149	4837.783	58.0	0.1842	0.1648
150	4849.286	37.5	0.0778	0.2493
151	4849.764	23.9	0.0000	0.0997
152	4849.812	16.2	0.0793	0.0694
153	4849.833	7.7	0.0688	0.1206
154	4849.867	11.1	0.1016	0.0859
155	4849.908	11.9	0.0980	0.0833
156	4864.718	57.2	0.1439	0.1209
157	4887.942	62.3	0.1813	0.2676
